campaignid,opcode,family,genus,species,count,caab_code
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Pomacentridae,Pomacentrus,spp,2,37372918
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Pomacentridae,Unknown,spp,2,37372000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Pseudochromidae,Labracinus,lineatus,1,37313003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Serranidae,Epinephelus,amblycephalus,2,37311015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Serranidae,Epinephelus,fasciatus,1,37311014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Serranidae,Epinephelus,quoyanus,1,37311040
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Serranidae,Epinephelus,rivulatus,3,37311022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-019,Serranidae,Plectropomus,spp,1,37311940
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Carangidae,Caranx,bucculentus,1,37337016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Carangidae,Scomberoides,commersonnianus,2,37337032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Carcharhinidae,Carcharhinus,sorrah,2,37018013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Hemiramphidae,Hyporhamphus,dussumieri,25,37234008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Labridae,Choerodon,cyanodus,2,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Lethrinidae,Lethrinus,nebulosus,18,37351008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Lutjanidae,Lutjanus,fulviflamma,21,37346034
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Mugilidae,Mugil,cephalus,2,37381002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Mullidae,Parupeneus,indicus,2,37355005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Nemipteridae,Pentapodus,vitta,7,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-020,Pomacentridae,Abudefduf,bengalensis,15,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Acanthuridae,Acanthurus,grammoptilus,18,37437002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Apogonidae,Unknown,spp,1,37327926
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Carcharhinidae,Carcharhinus,melanopterus,1,37018036
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Labridae,Cheilio,inermis,1,37384070
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Labridae,Choerodon,cyanodus,5,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Labridae,Choerodon,schoenleinii,1,37384010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Labridae,Halichoeres,melanochir,1,37384115
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Labridae,Halichoeres,nebulosus,1,37384118
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Labridae,Unknown,spp,1,37384900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Lethrinidae,Lethrinus,laticaudis,2,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Lethrinidae,Lethrinus,punctulatus,5,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Lutjanidae,Lutjanus,carponotatus,2,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Mullidae,Parupeneus,spilurus,13,37355015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Nemipteridae,Scaevius,milii,3,37347020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Pomacentridae,Abudefduf,bengalensis,4,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Pomacentridae,Pomacentrus,spp,6,37372918
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Pseudochromidae,Labracinus,lineatus,2,37313003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Pseudochromidae,Unknown,spp,1,37313000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Serranidae,Epinephelus,coioides,1,37311007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Serranidae,Epinephelus,quoyanus,2,37311040
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Serranidae,Epinephelus,rivulatus,1,37311022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Siganidae,Siganus,fuscescens,93,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-021,Sphyraenidae,Sphyraena,obtusata,16,37382007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Carangidae,Scomberoides,commersonnianus,1,37337032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Chaetodontidae,Chelmon,marginalis,1,37365007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Chaetodontidae,Parachaetodon,ocellatus,5,37365003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Labridae,Choerodon,cauteroma,1,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Labridae,Choerodon,cyanodus,3,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Labridae,Choerodon,spp,4,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Lethrinidae,Lethrinus,laticaudis,2,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Lethrinidae,Lethrinus,punctulatus,15,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Lethrinidae,Lethrinus,spp,1,37351902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Lutjanidae,Lutjanus,carponotatus,3,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Mullidae,Parupeneus,indicus,2,37355005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Muraenidae,Gymnothorax,spp,1,37060900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Pomacentridae,Abudefduf,bengalensis,1,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Scombridae,Unknown,spp,1,37441000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Serranidae,Epinephelus,quoyanus,2,37311040
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Siganidae,Siganus,fuscescens,9,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-022,Siganidae,Siganus,spp,9,37438902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Carcharhinidae,Negaprion,acutidens,1,37018029
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Labridae,Choerodon,cauteroma,2,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Labridae,Choerodon,cyanodus,2,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Labridae,Choerodon,spp,2,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Lethrinidae,Lethrinus,spp,3,37351902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Monacanthidae,Pseudomonacanthus,peroni,1,37465020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Mullidae,Parupeneus,indicus,3,37355005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Nemipteridae,Pentapodus,porosus,2,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,Serranidae,Epinephelus,bilobatus,1,37311062
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Carangidae,Scomberoides,commersonnianus,1,37337032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Carcharhinidae,Carcharhinus,melanopterus,1,37018036
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Labridae,Choerodon,cauteroma,1,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Labridae,Choerodon,cyanodus,3,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Lethrinidae,Lethrinus,punctulatus,1,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Lutjanidae,Lutjanus,carponotatus,2,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Nemipteridae,Pentapodus,vitta,3,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Sparidae,Rhabdosargus,sarba,2,37353013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Sphyraenidae,Sphyraena,obtusata,4,37382007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Terapontidae,Amniataba,caudavittata,51,37321007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,Terapontidae,Pelates,octolineatus,155,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Carangidae,Unknown,spp,3,37337000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Carcharhinidae,Negaprion,acutidens,1,37018029
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Echeneidae,Echeneis,naucrates,2,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Labridae,Choerodon,cyanodus,2,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Labridae,Choerodon,spp,2,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Lethrinidae,Lethrinus,spp,1,37351902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Lutjanidae,Lutjanus,argentimaculatus,2,37346015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Lutjanidae,Lutjanus,carponotatus,1,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Monacanthidae,Monacanthus,chinensis,1,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Mugilidae,Mugil,cephalus,17,37381002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Nemipteridae,Pentapodus,vitta,8,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Pomacentridae,Abudefduf,bengalensis,92,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Pomacentridae,Pomacentrus,milleri,1,37372117
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Serranidae,Epinephelus,coioides,1,37311007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Sparidae,Acanthopagrus,morrisoni,1,37353012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Sparidae,Rhabdosargus,sarba,1,37353013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Sparidae,Unknown,spp,4,37353000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Terapontidae,Amniataba,caudavittata,6,37321007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,Terapontidae,Pelates,octolineatus,3,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Clupeidae,Unknown,spp,50,37085922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Echeneidae,Echeneis,naucrates,2,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Labridae,Unknown,spp,1,37384900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Lethrinidae,Lethrinus,genivittatus,14,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Monacanthidae,Monacanthus,chinensis,4,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Mullidae,Upeneus,australiae,1,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Mullidae,Upeneus,spp,4,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Mullidae,Upeneus,tragula,3,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Nemipteridae,Pentapodus,vitta,104,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Siganidae,Siganus,fuscescens,10,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Sphyrnidae,Sphyrna,lewini,1,37019001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,Terapontidae,Pelates,octolineatus,69,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Carangidae,Turrum,fulvoguttatum,1,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Fistulariidae,Fistularia,spp,1,37278900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Labridae,Choerodon,cauteroma,2,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Labridae,Choerodon,cyanodus,2,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Lethrinidae,Lethrinus,punctulatus,2,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Mullidae,Parupeneus,spilurus,1,37355015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Nemipteridae,Pentapodus,emeryii,1,37347027
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Nemipteridae,Pentapodus,vitta,3,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Pomacentridae,Abudefduf,bengalensis,1,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,Siganidae,Siganus,fuscescens,1,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Labridae,Choerodon,cyanodus,3,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Labridae,Unknown,spp,3,37384900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Latidae,Psammoperca,waigiensis,1,37310001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Lethrinidae,Lethrinus,spp,9,37351902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Lutjanidae,Lutjanus,carponotatus,3,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Lutjanidae,Lutjanus,fulviflamma,1,37346034
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Mullidae,Parupeneus,barberinoides,1,37355021
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Mullidae,Parupeneus,spilurus,5,37355015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Muraenidae,Gymnothorax,javanicus,1,37060039
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Muraenidae,Gymnothorax,spp,1,37060900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Nemipteridae,Pentapodus,vitta,11,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Pomacentridae,Abudefduf,bengalensis,5,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Pomacentridae,Pomacentrus,spp,5,37372918
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Siganidae,Siganus,fuscescens,30,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,Sphyraenidae,Sphyraena,obtusata,10,37382007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Blenniidae,Meiacanthus,luteus,1,37408054
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Blenniidae,Unknown,spp,2,37408000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Caesionidae,Pterocaesio,chrysozona,63,37346009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Carangidae,Caranx,ignobilis,1,37337027
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Chaetodontidae,Chelmon,marginalis,2,37365007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Chaetodontidae,Heniochus,acuminatus,2,37365011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Chaetodontidae,Unknown,spp,1,37365900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Haemulidae,Plectorhinchus,gibbosus,2,37350012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Labridae,Choerodon,cauteroma,1,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Labridae,Choerodon,schoenleinii,1,37384010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Labridae,Choerodon,spp,1,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Labridae,Labroides,dimidiatus,4,37384028
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Labridae,Scarus,spp,1,37386907
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Lutjanidae,Lutjanus,russellii,30,37346065
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Lutjanidae,Unknown,spp,1,37346932
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Pomacanthidae,Chaetodontoplus,duboulayi,1,37365009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Pomacentridae,Neopomacentrus,cyanomos,5,37372089
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Pomacentridae,Pomacentrus,nagasakiensis,1,37372119
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Serranidae,Chromileptes,altivelis,1,37311044
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Serranidae,Epinephelus,coioides,3,37311007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Serranidae,Plectropomus,spp,2,37311940
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Serranidae,Unknown,spp,1,37311910
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,Tetraodontidae,Canthigaster,cyanospilota,1,37467013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Caesionidae,Caesio,cuning,3,37346018
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Carangidae,Selaroides,leptolepis,6,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Carangidae,Turrum,fulvoguttatum,1,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Chaetodontidae,Chaetodon,aureofasciatus,2,37365013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Chaetodontidae,Chelmon,marginalis,2,37365007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Chaetodontidae,Coradion,chrysozonus,1,37365004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Chaetodontidae,Heniochus,acuminatus,4,37365011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Chaetodontidae,Parachaetodon,ocellatus,2,37365003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Fistulariidae,Fistularia,commersonii,2,37278001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Labridae,Choerodon,cauteroma,4,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Labridae,Choerodon,cyanodus,3,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Labridae,Halichoeres,melanochir,4,37384115
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Labridae,Scarus,schlegeli,1,37386029
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Labridae,Thalassoma,lunare,1,37384167
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Labridae,Unknown,spp,1,37384900
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Lutjanidae,Lutjanus,carponotatus,2,37346011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Mullidae,Parupeneus,indicus,2,37355005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Nemipteridae,Scolopsis,regina,1,37347006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Pomacanthidae,Chaetodontoplus,duboulayi,1,37365009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Pomacanthidae,Pomacanthus,sexstriatus,1,37365010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Pomacanthidae,Pomacanthus,spp,6,37365916
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Pomacentridae,Abudefduf,bengalensis,3,37372003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Pomacentridae,Neopomacentrus,cyanomos,1,37372089
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Pseudochromidae,Labracinus,lineatus,1,37313003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Serranidae,Cephalopholis,boenak,2,37311008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Serranidae,Epinephelus,amblycephalus,1,37311015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Serranidae,Epinephelus,bilobatus,1,37311062
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Serranidae,Epinephelus,fasciatus,1,37311014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Serranidae,Epinephelus,quoyanus,1,37311040
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,Siganidae,Siganus,virgatus,2,37438016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Carcharhinidae,Carcharhinus,melanopterus,1,37018036
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Hemiramphidae,Hyporhamphus,dussumieri,10,37234008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Hemiscylliidae,Chiloscyllium,punctatum,1,37013008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Labridae,Choerodon,cauteroma,1,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Labridae,Choerodon,cyanodus,2,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Lethrinidae,Lethrinus,genivittatus,2,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Nemipteridae,Pentapodus,vitta,28,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Terapontidae,Amniataba,caudavittata,1,37321007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-031,Terapontidae,Pelates,octolineatus,47,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Carangidae,Gnathanodon,speciosus,19,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Carangidae,Selaroides,leptolepis,28,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Carangidae,Unknown,spp,1,37337000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Carcharhinidae,Negaprion,acutidens,1,37018029
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Dasyatidae,Unknown,spp,1,37035000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Echeneidae,Echeneis,naucrates,2,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Nemipteridae,Pentapodus,vitta,15,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Terapontidae,Pelates,octolineatus,67,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-034,Tetraodontidae,Lagocephalus,lunaris,2,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Carangidae,Gnathanodon,speciosus,1,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Carangidae,Unknown,spp,1,37337000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Haemulidae,Diagramma,pictum,2,37350003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Labridae,Choerodon,cyanodus,1,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Serranidae,Epinephelus,coioides,1,37311007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-035,Stegostomatidae,Stegostoma,tigrinum,1,37013006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-036,Carangidae,Scomberoides,spp,1,37337905
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-036,Elopidae,Elops,spp,1,37053901
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-036,Hemiramphidae,Hyporhamphus,dussumieri,4,37234008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-037,Carangidae,Scomberoides,commersonnianus,1,37337032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-037,Carangidae,Unknown,spp,1,37337000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-037,Hemiramphidae,Hyporhamphus,dussumieri,4,37234008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-037,Lutjanidae,Lutjanus,argentimaculatus,2,37346015
