Bshape,Class,Order,Family,Genus,Species,SpecCode,LengthMin,LengthMax,Number,a,b,CoeffDetermination,Type,Score,PopLWRef,DataRef
short & deep,Actinopterygii,Zeiformes,Zeidae,Zenopsis,conchifer,336,,,,0.049600001,2.627000093,,TL,0.5,55926,
short & deep,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,pictus,8315,26,61.5,93,0.074000001,2.627000093,0.931224942,TL,0.931224942,28688,28688
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,plebeius,6613,2,10,283,0.06061,2.627820015,0.960400045,FL,0.960400045,55787,55787
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,vaiuli,5730,2.5,8.5,80,0.061900001,2.628000021,0.950625062,FL,0.950625062,26587,26587
short & deep,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,holocanthus,4659,7.300000191,25.5,73,0.119000003,2.629600048,0.967100024,TL,0.967100024,59090,59090
short & deep,Actinopterygii,Perciformes,Haemulidae,Haemulon,melanurum,1138,17.70000076,23.5,83,0.0557,2.630000114,,FL,0.7,3160,3160
short & deep,Actinopterygii,Perciformes,Pomacentridae,Plectroglyphidodon,johnstonianus,5711,6.099999905,8.5,33,0.0612,2.63499999,0.820836008,TL,0.820836008,26849,26849
short & deep,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,aruanus,5110,2.400000095,6.5,105,0.071599998,2.63499999,0.910116017,FL,0.910116017,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,trimaculatus,5112,,,,0.071599998,2.63499999,,TL,0.5,52323,
short & deep,Actinopterygii,Lophiiformes,Lophiidae,Lophius,piscatorius,716,32.5,68.5,13,0.050799999,2.638999939,0.939999998,TL,0.939999998,59118,59118
short & deep,Actinopterygii,Perciformes,Carangidae,Parastromateus,niger,1947,,,,0.0625,2.64199996,0.960400045,TL,0.960400045,12208,12208
short & deep,Actinopterygii,Perciformes,Serranidae,Caesioperca,lepidoptera,14350,16,28,30,0.097800002,2.642999887,0.902499974,TL,0.902499974,27207,27212
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,moluccensis,5724,3,8,83,0.070299998,2.645999908,0.910116017,FL,0.910116017,26587,26587
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,capriscus,7327,25.89999962,50.5,40,0.058499999,2.650000095,0.929295957,TL,0.929295957,13305,13305
short & deep,Actinopterygii,Perciformes,Sparidae,Argyrops,spinifer,442,12.10000038,51.5,98,0.112000003,2.650000095,0.984063983,TL,0.984063983,28688,28688
short & deep,Actinopterygii,Tetraodontiformes,Monacanthidae,Cantherhines,macrocerus,4277,23.29999924,39.5,10,0.0561,2.653000116,0.899999976,TL,0.899999976,6937,6937
short & deep,Actinopterygii,Perciformes,Sparidae,Argyrops,spinifer,442,,,,0.079800002,2.657000065,,FL,0.5,56606,
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Rhombosolea,plebeia,12950,,,,0.0385,2.657999992,,TL,0.5,9072,
short & deep,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,rubrum,6625,12.39999962,18.39999962,8,0.057100002,2.657999992,0.870489061,TL,0.870489061,7340,7340
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,stellatus,6526,5,75,21,0.094700001,2.664000034,0.996004045,TL,0.996004045,26587,26587
short & deep,Actinopterygii,Perciformes,Sparidae,Calamus,penna,1227,16.5,36.90000153,28,0.076399997,2.665999889,0.829999983,FL,0.829999983,6937,6937
short & deep,Actinopterygii,Perciformes,Carangidae,Carangoides,malabaricus,4443,,,834,0.041000001,2.670000076,,TL,0.6,52110,52110
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,stellatus,6526,5,75,24,0.091499999,2.672389984,0.996004045,FL,0.996004045,55787,55787
short & deep,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,annularis,3387,,,,0.037599999,2.673000097,,TL,0.5,3993,
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Peltorhamphus,novaezeelandiae,8849,,,,0.035799999,2.674999952,,TL,0.5,54100,
short & deep,Actinopterygii,Tetraodontiformes,Ostraciidae,Acanthostracion,polygonius,4287,13.19999981,41.70000076,203,0.0517,2.678999901,0.910000026,FL,0.910000026,6937,6937
short & deep,Actinopterygii,Perciformes,Sparidae,Chrysoblephus,anglicus,5528,,,,0.089299999,2.680000067,,FL,0.5,3678,3670
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,simsiang,5729,5,7.5,28,0.058600001,2.683000088,0.88736397,FL,0.88736397,26587,26587
short & deep,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,faber,1024,20.10000038,39.59999847,43,0.092600003,2.684000015,0.910000026,FL,0.910000026,6937,6937
short & deep,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,aruanus,5110,,,,0.0136,2.686000109,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Gerreidae,Eugerres,brasilianus,7533,14.60000038,19.5,12,0.0309,2.686000109,0.944999993,TL,0.944999993,55642,55642
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,bahianus,942,2.799999952,9.100000381,111,0.0348,2.689399958,0.977699995,TL,0.977699995,59090,59090
short & deep,Actinopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,3375,9.899999619,13,16,0.0297,2.690000057,,TL,0.7,3993,
short & deep,Actinopterygii,Perciformes,Stromateidae,Peprilus,paru,28143,13.60000038,27.79999924,274,0.086099997,2.691150665,0.982080996,FL,0.982080996,39376,39376
short & deep,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,tibicen,6548,2,10.5,71,0.0601,2.691999912,0.948675931,TL,0.948675931,26587,26587
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Abalistes,stellaris,9,14,53.5,68,0.0603,2.691999912,0.982080996,FL,0.982080996,26587,26587
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,speculum,5576,2,11.5,444,0.066370003,2.693020105,0.968256056,FL,0.968256056,55787,55787
short & deep,Actinopterygii,Tetraodontiformes,Monacanthidae,Monacanthus,ciliatus,4280,2,7,163,0.025599999,2.700000048,,TL,0.7,11824,11824
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Cleisthenes,herzensteini,8560,16,38,2422,0.0264,2.700400114,0.976143956,TL,0.976143956,11807,
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,manilensis,7187,3.5,33,38,0.0469,2.703999996,0.978121042,TL,0.978121042,26587,26587
short & deep,Actinopterygii,Perciformes,Labridae,Lachnolaimus,maximus,1071,23,59.5,53,0.052999999,2.70600009,0.810000002,FL,0.810000002,6937,6937
short & deep,Actinopterygii,Perciformes,Caproidae,Antigonia,capros,3258,,,,0.0605,2.70600009,,TL,0.5,55926,
short & deep,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,cornuta,6399,20.5,30,15,0.0275,2.709000111,0.855625033,TL,0.855625033,26587,26587
short & deep,Actinopterygii,Perciformes,Latridae,Latridopsis,ciliaris,12960,,,,0.055,2.713000059,,FL,0.5,9072,6051
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,pachygaster,4296,26.5,42.90000153,43,0.0612,2.713000059,0.898704052,TL,0.898704052,39376,39376
short & deep,Actinopterygii,Pleuronectiformes,Bothidae,Grammatobothus,polyophthalmus,6638,11,20.5,39,0.0244,2.717000008,0.938960969,TL,0.938960969,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,sexstriatus,6564,3.5,36.40000153,20,0.066859998,2.723779917,0.998001039,FL,0.998001039,55787,55787
short & deep,Actinopterygii,Perciformes,Leiognathidae,Eubleekeria,splendens,4454,,,124,0.028000001,2.730000019,,TL,0.6,52110,52110
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,aspera,520,16,40,4019,0.032000002,2.736700058,0.997002244,TL,0.997002244,11807,
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,vetula,19,20,40,151,0.055500001,2.74000001,,FL,0.7,11824,5307
short & deep,Actinopterygii,Perciformes,Pomacentridae,Stegastes,punctatus,4351,7.5,15.5,12,0.06515,2.740509987,0.889249027,FL,0.889249027,55787,55787
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,chirurgus,943,16,32,139,0.051199999,2.743999958,0.889999986,FL,0.889999986,6937,6937
short & deep,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,reticulatus,5113,3.5,8,15,0.0612,2.746999979,0.938960969,FL,0.938960969,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Plectroglyphidodon,dickii,5709,,,,0.0612,2.746999979,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Gerreidae,Eucinostomus,currani,13728,9.800000191,20.89999962,55,0.026799999,2.75,0.986048937,TL,0.986048937,26176,26176
short & deep,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa,nasuta,7928,11.30000019,21.70000076,100,0.016000001,2.755000114,0.959999979,TL,0.959999979,88073,88073
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,hispidus,5425,6.5,52,19,0.063380003,2.755000114,0.994008958,FL,0.994008958,55787,55787
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,trifascialis,5578,3,14,12,0.046799999,2.757999897,0.994008958,TL,0.994008958,26587,26587
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Coradion,chrysozonus,5583,,,,0.046799999,2.757999897,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,nigricauda,4747,9.5,23.10000038,16,0.031199999,2.759000063,0.990024984,TL,0.990024984,48600,48600
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Abalistes,stellaris,9,14,53.5,111,0.047169998,2.759500027,0.982080996,FL,0.982080996,55787,55787
short & deep,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,arenaceus,4210,4.300000191,5.5,14,0.0127,2.75999999,0.88499999,TL,0.88499999,55642,55642
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Pseudobalistes,fuscus,4466,16.29999924,58,76,0.072549999,2.760279894,0.978121042,FL,0.978121042,55787,55787
short & deep,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,gibbosus,6366,7,38,19,0.0396,2.760999918,0.937023997,TL,0.937023997,26587,26587
short & deep,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,lineatus,4256,7,25.85000038,40,0.0436,2.760999918,0.962000012,TL,0.962000012,83865,83865
short & deep,Actinopterygii,Lophiiformes,Lophiidae,Lophius,piscatorius,716,15,115,183,0.033300001,2.766000032,0.996004045,TL,0.996004045,6014,6014
short & deep,Actinopterygii,Tetraodontiformes,Monacanthidae,Stephanolepis,hispidus,4281,2.200000048,24.70000076,127,0.033287175,2.772000074,0.985000014,TL,0.985000014,40728,40728
short & deep,Actinopterygii,Perciformes,Pomacentridae,Chromis,retrofasciata,5676,3,4.5,14,0.009,2.773000002,0.635208964,FL,0.635208964,5525,5525
short & deep,Actinopterygii,Perciformes,Pomacentridae,Chromis,xanthura,5682,,,,0.009,2.773000002,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,3375,,,,0.047600001,2.773000002,,TL,0.5,3993,4034
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,pavo,5726,2.5,9.5,164,0.036499999,2.775000095,0.962361038,FL,0.962361038,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,vaiuli,5730,2.5,8.5,84,0.047200002,2.775249958,0.946729004,FL,0.946729004,55787,55787
short & deep,Actinopterygii,Perciformes,Apogonidae,Fowleria,aurita,8010,4.099999905,8.199999809,12,0.037640002,2.775840044,0.994008958,FL,0.994008958,55787,55787
short & deep,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,annularis,3387,4.800000191,34,163,0.02104,2.776000023,,TL,0.7,3993,
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,1341,2.400000095,41,504,0.020099999,2.778000116,0.99000001,TL,0.99000001,88166,88166
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Lepidopsetta,polyxystra,58882,17,53,1130,0.02558,2.782099962,,TL,0.7,56527,
short & deep,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,annularis,3387,,,,0.0277,2.782999992,,TL,0.5,3993,4034
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,vetula,19,17,43.5,509,0.052499998,2.782999992,0.939999998,FL,0.939999998,6937,6937
short & deep,Actinopterygii,Perciformes,Pomacentridae,Chromis,caerulea,6921,3,9.800000191,1079,0.02445,2.78399992,0.889249027,TL,0.889249027,48600,48600
short & deep,Actinopterygii,Pleuronectiformes,Bothidae,Engyprosopon,grandisquama,1324,5.5,11.5,101,0.021299999,2.786000013,0.964323997,TL,0.964323997,26587,26587
short & deep,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,pictus,8315,23.39999962,72.09999847,132,0.044,2.786000013,0.931224942,TL,0.931224942,28688,28688
short & deep,Actinopterygii,Perciformes,Caproidae,Capros,aper,54,2,16,22,0.0305,2.790999889,0.980100036,TL,0.980100036,13720,13720
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,citrinellus,5561,3.099999905,10,40,0.040899999,2.790999889,0.976143956,TL,0.976143956,26587,26587
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,stomias,517,17,75,,0.01981,2.791300058,,TL,0.7,56527,
short & deep,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,tibicen,6548,2,13.5,77,0.049229998,2.794509888,0.958440959,FL,0.958440959,55787,55787
short & deep,Actinopterygii,Lophiiformes,Lophiidae,Lophius,piscatorius,716,,,220,0.031789999,2.796999931,,TL,0.6,54271,54271
short & deep,Actinopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,3375,9.899999619,18.5,266,0.035700001,2.798000097,,TL,0.7,3993,
short & deep,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,sebae,9915,9.300000191,17.5,67,0.048900001,2.799000025,0.974168956,TL,0.974168956,11363,11363
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,dussumieri,1256,2.5,51.5,89,0.055399999,2.799000025,0.968256056,FL,0.968256056,26587,26587
short & deep,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,podas,207,9.699999809,17.29999924,17,0.016899999,2.801000118,0.93993026,TL,0.93993026,42455,33903
short & deep,Actinopterygii,Perciformes,Sparidae,Calamus,calamus,1222,15.80000019,31,207,0.0429,2.801000118,0.839999974,FL,0.839999974,6937,6937
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,hispidus,5425,6.5,46,14,0.057,2.801000118,0.996004045,TL,0.996004045,26587,26587
short & deep,Actinopterygii,Perciformes,Leiognathidae,Eubleekeria,splendens,4454,4.5,11.5,209,0.039299998,2.802999973,0.95648396,FL,0.95648396,26587,26587
short & deep,Actinopterygii,Perciformes,Carangidae,Trachinotus,falcatus,1010,,,488,0.053100001,2.802999973,0.996004045,FL,0.996004045,42149,42149
short & deep,Actinopterygii,Perciformes,Caproidae,Capros,aper,54,3.200000048,12.19999981,104,0.028200001,2.809999943,0.990024984,TL,0.990024984,26178,26178
short & deep,Actinopterygii,Perciformes,Sparidae,Calamus,pennatula,1228,14.80000019,28,48,0.046300001,2.809999943,0.984000027,FL,0.984000027,55642,55642
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,punctatus,4931,15,41,32,0.0493,2.809999943,,TL,0.7,7193,7193
short & deep,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,tricinctus,4655,5.5,12,13,0.046999998,2.812999964,0.968256056,FL,0.968256056,26587,26587
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,chirurgus,943,3,7.800000191,69,0.028200001,2.813699961,0.984700024,TL,0.984700024,59090,59090
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,spengleri,1241,1.5,12,38,0.0274,2.816200018,0.987600029,TL,0.987600029,59090,59090
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Canthidermis,sufflamen,4279,35,47,,0.059799999,2.816999912,,FL,0.7,36,36
short & deep,Actinopterygii,Perciformes,Sparidae,Calamus,bajonado,1221,19.20000076,48.09999847,130,0.043900002,2.818000078,0.920000017,FL,0.920000017,6937,6937
short & deep,Actinopterygii,Perciformes,Kyphosidae,Microcanthus,strigatus,7804,9.199999809,15,14,0.052549999,2.818310022,0.913935959,FL,0.913935959,55787,55787
short & deep,Actinopterygii,Perciformes,Sparidae,Calamus,bajonado,1221,20,60,524,0.030200001,2.819999933,,FL,0.7,11824,12024
short & deep,Actinopterygii,Perciformes,Gerreidae,Eugerres,brasilianus,7533,13,30,550,0.052900001,2.819999933,,FL,0.7,11824,8544
short & deep,Actinopterygii,Perciformes,Sparidae,Calamus,bajonado,1221,17,29.79999924,114,0.0447,2.822000027,0.939999998,FL,0.939999998,6937,6937
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,amboinensis,5715,2.5,10.5,128,0.04394,2.823760033,0.948675931,FL,0.948675931,55787,55787
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,baronessa,5558,,,,0.044799998,2.828000069,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,kleinii,5446,,,,0.044799998,2.828000069,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,trifasciatus,5579,3.5,12,54,0.044799998,2.828000069,0.968256056,TL,0.968256056,26587,26587
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,vetula,19,17.5,54.59999847,339,0.044300001,2.828999996,0.910000026,FL,0.910000026,6937,6937
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,auriga,5557,2.400000095,19,246,0.040399998,2.829430103,0.984063983,FL,0.984063983,55787,55787
short & deep,Actinopterygii,Perciformes,Caproidae,Capros,aper,54,2.900000095,10.10000038,455,0.0232,2.829999924,0.980000019,TL,0.980000019,57058,57058
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,punctatus,4931,25,38,8,0.0493,2.829999924,,TL,0.7,7193,7193
short & deep,Actinopterygii,Perciformes,Stromateidae,Peprilus,paru,28143,3,23.39999962,71,0.030209258,2.83100009,0.954999983,TL,0.954999983,40728,40728
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,unimaculatus,5581,4.5,18,13,0.053300001,2.833280087,0.996004045,FL,0.996004045,55787,55787
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,citrinellus,5561,3,10.5,74,0.035300002,2.834140062,0.972195983,FL,0.972195983,55787,55787
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,coeruleus,944,3.5,30.39999962,394,0.041499998,2.835000038,0.970000029,FL,0.970000029,6937,6937
short & deep,Actinopterygii,Perciformes,Pomacentridae,Stegastes,variabilis,3654,1.200000048,7.400000095,25,0.032400001,2.835999966,0.959999979,FL,0.959999979,6937,6937
short & deep,Actinopterygii,Perciformes,Carangidae,Carangoides,hedlandensis,1907,9.5,32,16,0.041299999,2.838999987,0.992015958,FL,0.992015958,26587,26587
short & deep,Actinopterygii,Zeiformes,Zeidae,Zeus,faber,1370,8.100000381,49.20000076,28,0.041870002,2.839999914,0.979901969,TL,0.979901969,42455,27058
short & deep,Actinopterygii,Perciformes,Lobotidae,Lobotes,surinamensis,1077,,,,0.042800002,2.839999914,,TL,0.5,3678,3670
short & deep,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,immaculatus,7188,4,32.5,10,0.035100002,2.844640017,0.986048937,FL,0.986048937,55787,55787
short & deep,Actinopterygii,Lophiiformes,Lophiidae,Lophius,piscatorius,716,13,134,1028,0.0255,2.845999956,0.998001039,TL,0.998001039,6014,6014
short & deep,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,lineatus,4256,4.900000095,9.399999619,662,0.044799998,2.845999956,,TL,0.7,4528,4528
short & deep,Actinopterygii,Perciformes,Carangidae,Carangoides,malabaricus,4443,9.5,28.5,,0.020500001,2.84800005,0.980100036,TL,0.980100036,12260,12260
short & deep,Actinopterygii,Lophiiformes,Lophiidae,Lophius,piscatorius,716,,,128,0.025490001,2.849999905,0.990024984,TL,0.990024984,42455,33915
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,monroviae,1800,19,38,378,0.041200001,2.849999905,,TL,0.7,7193,7193
short & deep,Actinopterygii,Perciformes,Carangidae,Alectis,ciliaris,988,29,57,54,0.041200001,2.849999905,,TL,0.7,7193,7193
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,capriscus,7327,,,114,0.032858063,2.851999998,,TL,0.6,83815,83815
short & deep,Actinopterygii,Perciformes,Pristolepididae,Pristolepis,fasciata,10318,8,17.60000038,108,0.0361,2.851999998,0.950800002,TL,0.950800002,85454,85454
short & deep,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,velifer,1266,4,26.5,37,0.0339,2.855000019,0.978121042,FL,0.978121042,26587,26587
short & deep,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,529,,,22,0.02492,2.857000113,,TL,0.6,54271,54271
short & deep,Actinopterygii,Perciformes,Pomacentridae,Stegastes,planifrons,3653,1.399999976,10.5,11,0.037900001,2.857000113,0.99000001,FL,0.99000001,6937,6937
short & deep,Actinopterygii,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata,24237,20,45,1018,0.02062,2.857800007,,TL,0.7,56527,
short & deep,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,tricolor,3610,4.199999809,21.29999924,20,0.042800002,2.85800004,0.980000019,TL,0.980000019,6937,6937
short & deep,Actinopterygii,Perciformes,Carangidae,Atropus,atropos,1929,,,,0.0228,2.858999968,,TL,0.5,27802,27802
short & deep,Actinopterygii,Perciformes,Haemulidae,Genyatremus,luteus,7535,3.799999952,24.89999962,714,0.0264,2.859999895,0.980000019,TL,0.980000019,71685,71685
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,capistratus,3602,4,12,26,0.046999998,2.859999895,,FL,0.7,11824,11824
short & deep,Actinopterygii,Perciformes,Carangidae,Carangoides,hedlandensis,1907,9.5,32,16,0.038109999,2.864160061,0.992015958,FL,0.992015958,55787,55787
short & deep,Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,4964,6.300000191,17,59,0.01787,2.86500001,0.846400023,TL,0.846400023,50427,
short & deep,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,velifer,1266,4,24,77,0.034249999,2.865809917,0.990024984,FL,0.990024984,55787,55787
short & deep,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,akindynos,11959,4,12.5,11,0.037500001,2.865999937,0.984063983,FL,0.984063983,26587,26587
short & deep,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,scopas,5951,4,16,89,0.039999999,2.867000103,0.988036036,TL,0.988036036,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,azysron,10227,3.5,6.5,20,0.0297,2.868000031,0.95648396,FL,0.95648396,26587,26587
short & deep,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,dussumieri,1256,2.5,51.5,95,0.04256,2.868259907,0.986048937,FL,0.986048937,55787,55787
short & deep,Actinopterygii,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,7151,,,,0.032000002,2.869999886,,TL,0.5,50715,50715
short & deep,Actinopterygii,Perciformes,Carangidae,Carangoides,coeruleopinnatus,1924,12,30.5,19,0.035399999,2.869999886,0.988036036,FL,0.988036036,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Stegastes,leucostictus,3651,2.200000048,7,86,0.0277,2.871099949,0.979499996,TL,0.979499996,59090,59090
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,pelewensis,6606,5,9,20,0.0385,2.871999979,0.966288984,TL,0.966288984,26587,26587
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,ulietensis,5580,3.299999952,12.10000038,36,0.03114,2.874119997,0.990024984,FL,0.990024984,55787,55787
short & deep,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,binotatus,6012,8.5,15.30000019,18,0.039159998,2.874629974,0.938960969,FL,0.938960969,55787,55787
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Abalistes,stellaris,9,7,50,,0.028100001,2.875,0.988036036,TL,0.988036036,12260,12260
short & deep,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,vetula,19,19,31,190,0.051600002,2.875,,FL,0.7,36,36
short & deep,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,annularis,3387,,,,0.021199999,2.877000093,,TL,0.5,3993,4034
short & deep,Actinopterygii,Perciformes,Leiognathidae,Leiognathus,equulus,4451,,,,0.021299999,2.880000114,,TL,0.5,3678,3670
short & deep,Actinopterygii,Perciformes,Labridae,Lachnolaimus,maximus,1071,24.5,70.40000153,27,0.030400001,2.882999897,0.99000001,FL,0.99000001,6937,6937
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,bennetti,5559,3,12.60000038,20,0.038389999,2.885080099,0.988036036,FL,0.988036036,55787,55787
short & deep,Actinopterygii,Perciformes,Carangidae,Carangoides,chrysophrys,4441,12.5,60,128,0.028100001,2.885999918,0.994008958,FL,0.994008958,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,curacao,5477,7,9.5,14,0.041299999,2.885999918,0.910116017,FL,0.910116017,26587,26587
short & deep,Actinopterygii,Perciformes,Pomacentridae,Dischistodus,melanotus,5703,,,,0.0537,2.885999918,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Pomacentridae,Premnas,biaculeatus,6632,,,,0.0537,2.885999918,,TL,0.5,52323,
short & deep,Actinopterygii,Perciformes,Pomacentridae,Stegastes,leucostictus,3651,3,8.899999619,11,0.030300001,2.887000084,0.970000029,FL,0.970000029,6937,6937
short & deep,Actinopterygii,Tetraodontiformes,Monacanthidae,Paramonacanthus,japonicus,7977,5,17,48,0.02194,2.888799906,0.908209026,FL,0.908209026,55787,55787
short & deep,Actinopterygii,Perciformes,Pomacentridae,Chromis,ternatensis,5677,5,7.5,30,0.043000001,2.888999939,0.848241031,FL,0.848241031,26587,26587
short & deep,Actinopterygii,Perciformes,Haemulidae,Haemulon,parra,1139,13,30,150,0.028000001,2.890000105,,FL,0.7,11824,11824
short & deep,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,vaiuli,5730,,,,0.037300002,2.890000105,,TL,0.5,52323,
short & deep,Actinopterygii,Zeiformes,Grammicolepididae,Xenolepidichthys,dalgleishi,3257,7.949999809,17.45000076,37,0.024514999,2.891000032,0.974168956,TL,0.974168956,39376,39376
short & deep,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,trifasciatus,5579,2.400000095,9.699999809,80,0.038699999,2.894000053,0.988036036,TL,0.988036036,26849,26849
short & deep,Actinopterygii,Pleuronectiformes,Bothidae,Engyprosopon,grandisquama,1324,5.5,12,108,0.01681,2.894170046,0.958440959,FL,0.958440959,55787,55787
short & deep,Actinopterygii,Pleuronectiformes,Bothidae,Grammatobothus,polyophthalmus,6638,11,20.5,39,0.01478,2.894829988,0.938960969,FL,0.938960969,55787,55787
