Sample	Genus	Species	Count	Length	Precision	Range	Family
10dAC1-4	Parma	mccullochi	1	202.3508	2.1567	1633.0339	Pomacentridae
10dAC1-4	Coris	auricularis	1	48.9821	2.4946	2241.8665	Labridae
10dAC1-4	Coris	auricularis	1	93.3219	1.4667	1699.0224	Labridae
10dAC1-4	Coris	auricularis	1	47.9886	4.9711	2898.3395	Labridae
10dAC1-4	Coris	auricularis	1	55.5727	3.3294	2746.6148	Labridae
10dAC1-4	Coris	auricularis	1	45.0875	2.0242	1890.3041	Labridae
10dAC1-4	Coris	auricularis	1	53.0657	1.5446	1741.5119	Labridae
10dAC1-4	Coris	auricularis	1	76.5107	1.7253	1839.4037	Labridae
10dAC1-4	Coris	auricularis	2	111.1732	2.1999	1528.2116	Labridae
10dAC1-4	Coris	auricularis	1	66.5053	1.8552	1656.0316	Labridae
10dAC1-5	Coris	auricularis	1	48.3181	2.0826	1428.5345	Labridae
10dAC1-5	Notolabrus	parilus	1	157.1468	15.094	3639.3386	Labridae
10dAC1-5	Parma	mccullochi	1	188.3804	4.1483	3345.7122	Pomacentridae
10dAC1-6	Notolabrus	parilus	1	75.1377	1.8904	1911.6814	Labridae
10dAC1-7	Coris	auricularis	1	108.9221	4.1138	2148.7733	Labridae
10dAC1-7	Parma	mccullochi	1	185.7555	2.8046	2733.4929	Pomacentridae
10dAC1-7	Coris	auricularis	1	96.3291	2.0109	1664.5203	Labridae
10dAC1-7	Coris	auricularis	1	73.9367	6.1123	2356.9055	Labridae
10dAC1-7	Coris	auricularis	1	62.3128	1.7511	1557.2701	Labridae
10dAC1-7	Coris	auricularis	1	46.7624	1.1744	1596.5301	Labridae
10dAC1-7	Coris	auricularis	1	109.6216	2.2315	1901.7553	Labridae
10dAC1-7	Ophthalmolepis	lineolatus	1	104.904	6.32	2416.5567	Labridae
10dAC1-7	Parma	mccullochi	1	214.9605	24.0073	5031.2243	Pomacentridae
10dAC1-7	Coris	auricularis	1	55.3485	3.8836	1781.5489	Labridae
10dAC1-8	Coris	auricularis	1	64.8154	1.8086	2162.6763	Labridae
10dAC1-8	Coris	auricularis	1	112.7875	1.6999	1762.6119	Labridae
10dAC1-8	Parma	mccullochi	1	212.9304	2.4146	1968.0005	Pomacentridae
10dAC1-9	Parma	mccullochi	1	149.4825	14.3026	3989.0919	Pomacentridae
10dAC1-9	Austrolabrus	maculatus	1	84.9248	1.9526	1444.5986	Labridae
10dAC1-9	Coris	auricularis	1	84.9627	1.0043	1328.5193	Labridae
10dAC1-9	Coris	auricularis	1	109.5485	1.6984	1588.8466	Labridae
10dAC1-9	Notolabrus	parilus	1	75.3982	1.9854	1477.653	Labridae
10dAC1-10	Coris	auricularis	1	55.452	3.1373	2973.8309	Labridae
10dAC1-10	Coris	auricularis	1	60.7811	8.3681	2922.7515	Labridae
10dAC1-10	Coris	auricularis	2	69.1789	10.6619	3082.1985	Labridae
10dAC1-10	Coris	auricularis	3	87.4728	7.4045	3205.0326	Labridae
10dAC1-10	Coris	auricularis	1	53.4707	5.4477	2887.8984	Labridae
10dAC1-10	Coris	auricularis	2	58.5788	11.0345	2938.8758	Labridae
10dAC1-10	Coris	auricularis	3	57.8565	3.248	2819.9249	Labridae
10dAC1-10	Coris	auricularis	1	49.9731	1.984	2788.7235	Labridae
10dAC1-10	Coris	auricularis	2	54.5746	2.2453	2683.4477	Labridae
10dAC1-10	Coris	auricularis	1	43.4765	1.4908	2024.7607	Labridae
10dAC1-10	Coris	auricularis	2	34.2758	2.7728	2281.5851	Labridae
10dAC1-10	Austrolabrus	maculatus	1	73.291	1.1243	1798.9143	Labridae
10dAC1-10	Pseudolabrus	biserialis	1	146.9279	4.5547	2027.8315	Labridae
10dAC1-10	Parma	mccullochi	1	167.3827	5.1558	1959.4241	Pomacentridae
10dAC1-10	Trachinops	noarlungae	1	38.3171	0.9748	1421.5595	Plesiopidae
10dAC1-10	Trachinops	noarlungae	2	49.7103	1.1531	1425.8876	Plesiopidae
10dAC1-10	Trachinops	noarlungae	3	46.8121	1.1153	1526.6897	Plesiopidae
10dAC1-10	Trachinops	noarlungae	4	45.4362	1.3861	1478.0601	Plesiopidae
10dAC1-10	Trachinops	noarlungae	1	56.036	1.2099	1511.963	Plesiopidae
10dAC1-10	Trachinops	noarlungae	2	41.3447	1.3248	1391.5203	Plesiopidae
10dAC1-10	Trachinops	noarlungae	3	38.048	1.166	1405.0084	Plesiopidae
10dAC1-10	Trachinops	noarlungae	4	53.31	1.1531	1414.6291	Plesiopidae
10dAC1-10	Trachinops	noarlungae	1	55.4573	1.153	1496.0103	Plesiopidae
10dAC1-10	Trachinops	noarlungae	2	46.5874	1.7022	1436.1581	Plesiopidae
10dAC1-10	Trachinops	noarlungae	3	41.5488	1.6802	1536.0564	Plesiopidae
10dAC1-10	Trachinops	noarlungae	4	48.039	0.9862	1456.0706	Plesiopidae
10dAC1-10	Trachinops	noarlungae	5	39.2817	0.9397	1427.3948	Plesiopidae
10dAC1-10	Trachinops	noarlungae	6	38.9935	1.0272	1316.8049	Plesiopidae
10dAC1-10	Trachinops	noarlungae	7	44.0017	1.0796	1419.3307	Plesiopidae
10dAC1-10	Trachinops	noarlungae	8	45.6786	0.9907	1381.687	Plesiopidae
10dAC1-10	Trachinops	noarlungae	9	39.4182	1.6861	1380.2921	Plesiopidae
10dAC1-10	Trachinops	noarlungae	10	32.0145	1.5372	1348.1798	Plesiopidae
10dAC1-10	Trachinops	noarlungae	1	35.004	1.0513	1416.1043	Plesiopidae
10dAC1-11	Pseudolabrus	biserialis	1	135.6011	2.568	2857.2929	Labridae
10dAC1-11	Parma	mccullochi	1	117.454	11.6642	3789.6586	Pomacentridae
10dAC1-11	Coris	auricularis	1	55.4478	1.6204	1741.6999	Labridae
10dAC1-11	Coris	auricularis	2	43.6168	1.1593	1646.9287	Labridae
10dAC1-11	Coris	auricularis	3	56.975	1.3024	1644.9005	Labridae
10dAC1-11	Chromis	klunzingeri	1	44.7559	3.2813	2028.1037	Pomacentridae
10dAC1-11	Coris	auricularis	1	49.0628	1.2638	1692.2077	Labridae
10dAC1-11	Coris	auricularis	2	50.7428	2.5975	1729.3662	Labridae
10dAC1-11	Coris	auricularis	3	68.5247	2.2864	1799.3074	Labridae
10dAC1-11	Coris	auricularis	4	54.2349	1.8008	1731.6238	Labridae
10dAC1-11	Coris	auricularis	1	59.9959	2.55	1671.4424	Labridae
10dAC1-11	Coris	auricularis	2	51.6738	1.5624	1711.7051	Labridae
10dAC1-12	Enoplosus	armatus	1	215.955	1.0877	1562.7661	Enoplosidae
10dAC1-12	Parma	mccullochi	1	205.0963	1.0142	1644.4397	Pomacentridae
10dAC1-12	Parma	mccullochi	1	211.4345	3.6261	1779.2367	Pomacentridae
10dAC1-1	Kyphosus	sydneyanus	1	445.5528	28.3503	7418.14	Kyphosidae
10dAC1-1	Kyphosus	sydneyanus	1	348.5446	27.8763	6114.4564	Kyphosidae
10dAC1-1	Choerodon	rubescens	1	463.1363	11.9385	3945.9993	Labridae
10dAC1-1	Parma	mccullochi	1	211.4978	11.3275	4045.8347	Pomacentridae
10dAC1-1	Parma	mccullochi	1	200.6775	3.2184	2233.7686	Pomacentridae
10dAC1-1	Coris	auricularis	1	67.4772	2.2415	2309.8709	Labridae
10dAC1-1	Coris	auricularis	1	79.4114	5.3008	2483.7911	Labridae
10dAC1-1	Coris	auricularis	1	109.6926	3.3481	2305.3663	Labridae
10dAC1-1	Coris	auricularis	1	94.7253	1.6838	1954.2321	Labridae
10dAC1-1	Scorpis	georgiana	1	282.702	10.5744	3490.4418	Scorpididae
10dAC1-1	Coris	auricularis	1	125.8366	6.8321	2890.4199	Labridae
10dAC1-1	Coris	auricularis	1	134.4121	10.4381	2773.1897	Labridae
10dAC1-1	Chromis	klunzingeri	1	75.9617	4.5087	2611.6991	Pomacentridae
10dAC1-2	Parma	mccullochi	1	149.1203	9.2619	5008.2824	Pomacentridae
10dAC1-2	Parma	mccullochi	1	215.6452	1.3784	1919.2643	Pomacentridae
10dAC1-3	Meuschenia	galii	1	117.8811	9.6008	3418.0223	Monacanthidae
10dAC1-3	Austrolabrus	maculatus	1	104.411	2.1551	1745.8691	Labridae
10dAC1-3	Austrolabrus	maculatus	1	110.7587	3.2691	1753.2328	Labridae
10dAC1-3	Coris	auricularis	1	107.234	1.1428	1681.0225	Labridae
10dAC1-3	Epinephelides	armatus	1	205.6858	1.7866	1328.631	Serranidae
10dAC1-3	Coris	auricularis	1	138.5545	7.0681	2763.3105	Labridae
10dAC1-3	Coris	auricularis	1	113.4548	1.9923	3314.6792	Labridae
10dAC1-3	Coris	auricularis	1	84.1245	4.3272	3493.0838	Labridae
10dAC1-3	Coris	auricularis	1	105.6757	3.0566	1988.1148	Labridae
10dAC1-3	Coris	auricularis	1	100.056	8.9305	2702.8959	Labridae
10dAC1-3	Enoplosus	armatus	1	225.7729	4.8242	2703.6329	Enoplosidae
10dAC1-3	Coris	auricularis	1	124.4963	3.8047	1986.6634	Labridae
10dAC1-3	Enoplosus	armatus	1	200.3447	7.4008	2391.7001	Enoplosidae
10dAC1-3	Notolabrus	parilus	1	158.4701	6.9675	2918.0182	Labridae
10dAC1-3	Coris	auricularis	1	66.9324	3.7723	2782.5051	Labridae
10dAC1-3	Coris	auricularis	1	97.9387	26.2185	4852.1303	Labridae
10dAC1-3	Coris	auricularis	1	106.4766	3.0139	3043.6019	Labridae
10dAC1-3	Coris	auricularis	1	96.8069	5.0929	2679.8569	Labridae
10dAC1-3	Coris	auricularis	1	170.625	6.4284	2255.0053	Labridae
10dAC1-3	Upeneichthys	vlamingii	1	145.4959	13.583	3580.2535	Mullidae
10dAC1-3	Coris	auricularis	1	71.6125	1.7986	2318.451	Labridae
10dAC1-4	Coris	auricularis	1	142.093	9.5784	2834.1242	Labridae
10dAC1-4	Coris	auricularis	2	75.6319	9.9896	3181.9619	Labridae
10dAC1-4	Upeneichthys	vlamingii	1	195.6916	19.1214	3983.3776	Mullidae
10dAC1-4	Coris	auricularis	1	136.757	2.0927	1570.2769	Labridae
10dAC1-4	Notolabrus	parilus	1	172.6074	5.1654	3073.4626	Labridae
10dAC1-4	Parma	mccullochi	1	202.3508	2.1567	1633.0339	Pomacentridae
10dAC1-4	Coris	auricularis	1	47.9886	4.9711	2898.3395	Labridae
10dAC1-4	Coris	auricularis	1	55.5727	3.3294	2746.6148	Labridae
10dAC1-4	Coris	auricularis	1	45.0875	2.0242	1890.3041	Labridae
10dAC1-4	Coris	auricularis	1	53.0657	1.5446	1741.5119	Labridae
10dAC1-4	Coris	auricularis	1	76.5107	1.7253	1839.4037	Labridae
10dAC1-4	Coris	auricularis	1	48.9821	2.4946	2241.8665	Labridae
10dAC1-4	Coris	auricularis	1	93.3219	1.4667	1699.0224	Labridae
10dAC1-4	Coris	auricularis	2	111.1732	2.1999	1528.2116	Labridae
10dAC1-4	Coris	auricularis	1	66.5053	1.8552	1656.0316	Labridae
10dAC1-5	Coris	auricularis	1	48.3181	2.0826	1428.5345	Labridae
10dAC1-5	Notolabrus	parilus	1	157.1468	15.094	3639.3386	Labridae
10dAC1-5	Parma	mccullochi	1	188.3804	4.1483	3345.7122	Pomacentridae
10dAC1-6	Notolabrus	parilus	1	75.1377	1.8904	1911.6814	Labridae
10dAC1-7	Coris	auricularis	1	108.9221	4.1138	2148.7733	Labridae
10dAC1-7	Parma	mccullochi	1	185.7555	2.8046	2733.4929	Pomacentridae
10dAC1-7	Coris	auricularis	1	96.3291	2.0109	1664.5203	Labridae
10dAC1-7	Coris	auricularis	1	73.9367	6.1123	2356.9055	Labridae
10dAC1-7	Coris	auricularis	1	62.3128	1.7511	1557.2701	Labridae
10dAC1-7	Coris	auricularis	1	46.7624	1.1744	1596.5301	Labridae
10dAC1-7	Coris	auricularis	1	109.6216	2.2315	1901.7553	Labridae
10dAC1-7	Ophthalmolepis	lineolatus	1	104.904	6.32	2416.5567	Labridae
10dAC1-7	Parma	mccullochi	1	214.9605	24.0073	5031.2243	Pomacentridae
10dAC1-7	Coris	auricularis	1	55.3485	3.8836	1781.5489	Labridae
10dAC1-8	Coris	auricularis	1	64.8154	1.8086	2162.6763	Labridae
10dAC1-8	Coris	auricularis	1	112.7875	1.6999	1762.6119	Labridae
10dAC1-8	Parma	mccullochi	1	212.9304	2.4146	1968.0005	Pomacentridae
10dAC1-9	Parma	mccullochi	1	149.4825	14.3026	3989.0919	Pomacentridae
10dAC1-9	Austrolabrus	maculatus	1	84.9248	1.9526	1444.5986	Labridae
10dAC1-9	Coris	auricularis	1	84.9627	1.0043	1328.5193	Labridae
10dAC1-9	Coris	auricularis	1	109.5485	1.6984	1588.8466	Labridae
10dAC1-9	Notolabrus	parilus	1	75.3982	1.9854	1477.653	Labridae
10dAC2-2	Parma	mccullochi	1	192.0495	3.6913	4714.1307	Pomacentridae
10dAC2-2	Ophthalmolepis	lineolatus	1	91.9558	4.8674	2442.5496	Labridae
10dAC2-2	Parma	mccullochi	1	165.4207	10.1601	3408.357	Pomacentridae
10dAC2-3	Anampses	geographicus	1	112.4893	4.2854	2104.3663	Labridae
10dAC2-3	Anampses	geographicus	1	110.2294	3.0053	2076.8357	Labridae
10dAC2-3	Trachinops	noarlungae	1	40.4508	4.0682	1874.8989	Plesiopidae
10dAC2-3	Trachinops	noarlungae	2	44.0615	4.0394	1890.2767	Plesiopidae
10dAC2-3	Trachinops	noarlungae	3	43.7649	2.0756	1822.2279	Plesiopidae
10dAC2-3	Olisthops	cyanomelas	1	315.3248	2.793	2623.1608	Odacidae
10dAC2-3	Parma	mccullochi	1	179.3423	3.1831	2184.9469	Pomacentridae
10dAC2-4	Parma	mccullochi	1	230.2916	3.8134	2954.6427	Pomacentridae
10dAC2-4	Coris	auricularis	1	72.6586	2.3897	1755.6513	Labridae
10dAC2-4	Parma	mccullochi	1	135.1107	2.4699	1718.2898	Pomacentridae
10dAC2-4	Parma	mccullochi	1	216.1537	2.3135	2013.3237	Pomacentridae
10dAC2-4	Anampses	geographicus	1	96.4498	1.4633	1780.8358	Labridae
10dAC2-4	Dotalabrus	alleni	1	71.6465	1.7767	1587.5978	Labridae
10dAC2-4	Ophthalmolepis	lineolatus	1	76.1529	2.293	1766.7046	Labridae
10dAC2-4	Anampses	geographicus	1	98.1605	6.7769	2558.5511	Labridae
10dAC2-5	Parma	mccullochi	1	228.6242	2.2444	2161.8303	Pomacentridae
10dAC2-5	Notolabrus	parilus	1	357.5719	2.6762	1735.2384	Labridae
10dAC2-5	Coris	auricularis	1	72.5973	4.552	2245.2409	Labridae
10dAC2-5	Coris	auricularis	2	69.5149	5.1858	2338.1827	Labridae
10dAC2-5	Austrolabrus	maculatus	1	90.7235	1.4032	1642.2067	Labridae
10dAC2-5	Parma	mccullochi	1	160.8298	5.4448	3519.3385	Pomacentridae
10dAC2-5	Coris	auricularis	1	119.9613	2.0959	2442.9757	Labridae
10dAC2-5	Olisthops	cyanomelas	1	184.1488	2.096	2810.457	Odacidae
10dAC2-6	Parma	mccullochi	1	185.2278	2.3435	2680.0011	Pomacentridae
10dAC2-6	Parma	mccullochi	1	150.5919	4.0139	2083.7469	Pomacentridae
10dAC2-6	Parma	mccullochi	1	174.4601	11.2803	4454.9578	Pomacentridae
10dAC2-6	Parma	mccullochi	1	169.9967	9.7211	4310.916	Pomacentridae
10dAC2-7	Parma	mccullochi	1	222.422	6.6646	2752.0043	Pomacentridae
10dAC2-7	Ophthalmolepis	lineolatus	1	237.7186	10.9617	5303.3696	Labridae
10dAC2-7	Parma	mccullochi	1	208.4116	1.8482	1449.5108	Pomacentridae
10dAC2-7	Coris	auricularis	1	124.5022	3.7409	1997.141	Labridae
10dAC2-7	Parma	mccullochi	1	177.9731	6.8831	2748.2838	Pomacentridae
10dAC2-7	Parma	mccullochi	1	201.0299	8.3802	2662.3919	Pomacentridae
10dAC2-7	Austrolabrus	maculatus	1	108.9384	2.561	1888.7722	Labridae
10dAC2-7	Ophthalmolepis	lineolatus	1	245.1119	4.3043	1680.5935	Labridae
10dAC2-7	Parma	mccullochi	1	179.7718	7.2698	4017.5232	Pomacentridae
10dAC2-7	Parma	mccullochi	1	214.4148	2.5418	2371.2487	Pomacentridae
10dAC2-7	Coris	auricularis	1	121.8806	4.1844	2419.8309	Labridae
10dAC2-7	Coris	auricularis	1	99.3778	4.5219	3077.7893	Labridae
10dAC2-8	Coris	auricularis	1	73.8704	4.471	2347.4799	Labridae
10dAC2-8	Coris	auricularis	2	64.7319	5.6599	2375.65	Labridae
10dAC2-8	Coris	auricularis	1	117.1441	1.58	1927.8707	Labridae
10dAC2-8	Parma	mccullochi	1	206.7414	12.697	3549.0015	Pomacentridae
10dAC2-8	Ophthalmolepis	lineolatus	1	207.8621	2.1916	2414.7627	Labridae
10dAC2-8	Parma	mccullochi	1	190.4629	8.7291	4943.7557	Pomacentridae
10dAC2-8	Achoerodus	gouldii	1	442.167	3.8742	3598.5777	Labridae
10dAC2-8	Coris	auricularis	1	90.1787	5.1046	3449.9207	Labridae
10dAC2-8	Coris	auricularis	2	104.3212	6.0712	3431.1468	Labridae
10dAC2-8	Notolabrus	parilus	1	153.5797	5.2567	3350.1676	Labridae
10dAC2-9	Parma	mccullochi	1	186.5652	7.5262	4657.9394	Pomacentridae
10dAC2-9	Achoerodus	gouldii	1	393.1928	32.5639	5280.9267	Labridae
10dAC2-9	Coris	auricularis	1	63.2105	1.7296	2477.0531	Labridae
10dAC2-9	Parma	mccullochi	1	221.7208	7.9802	3713.3523	Pomacentridae
10dAC2-9	Parma	mccullochi	1	215.1862	6.5192	3483.7253	Pomacentridae
10dAC2-9	Notolabrus	parilus	1	202.3749	2.2624	2300.9568	Labridae
10dAC2-9	Parma	mccullochi	1	213.9204	2.7084	2382.7837	Pomacentridae
10dAC2-9	Coris	auricularis	1	60.7456	2.0471	2158.4835	Labridae
10dAC2-9	Coris	auricularis	2	67.518	2.3099	2244.2961	Labridae
10dAC2-9	Parma	mccullochi	1	205.6747	4.2623	2671.6367	Pomacentridae
10dAC2-9	Kyphosus	cornelii	1	287.0538	14.1613	3856.898	Kyphosidae
10dAC2-10	Cheilodactylus	rubrolabiatus	1	429.057	2.9202	2798.6267	Cheilodactylidae
10dAC2-10	Glaucosoma	hebraicum	1	397.7043	15.8402	4580.5449	Glaucosomatidae
10dAC2-10	Sillaginodes	punctatus	1	399.9341	5.8339	2211.3106	Sillaginidae
10dAC2-10	Notolabrus	parilus	1	278.9511	7.0434	2317.6452	Labridae
10dAC2-10	Coris	auricularis	1	117.9952	2.7464	1765.2338	Labridae
10dAC2-10	Coris	auricularis	2	91.72	1.4569	2063.4288	Labridae
10dAC2-10	Parma	mccullochi	1	176.8044	3.4152	1714.8052	Pomacentridae
10dAC2-11	Coris	auricularis	1	107.5295	8.4817	2762.7583	Labridae
10dAC2-11	Parma	mccullochi	1	192.5812	19.7728	4087.5663	Pomacentridae
10dAC2-11	Parma	mccullochi	1	215.0941	6.6417	3143.9607	Pomacentridae
10dAC2-11	Pseudolabrus	biserialis	1	79.9631	6.6696	2265.7052	Labridae
10dAC2-12	Parma	mccullochi	1	196.1624	6.0126	3199.4232	Pomacentridae
10dAC2-12	Kyphosus	cornelii	1	298.4193	15.7551	4004.1582	Kyphosidae
10dAC2-12	Parma	mccullochi	1	200.7966	2.0162	2421.9491	Pomacentridae
10dAC2-12	Parma	mccullochi	1	192.9872	4.501	2394.6073	Pomacentridae
10dAC3-1	Pempheris	sp	1	78.1141	32.5504	9369.2512	Pempheridae
10dAC3-1	Pempheris	sp	1	114.302	32.3308	5352.652	Pempheridae
10dAC3-1	Notolabrus	parilus	1	214.1689	14.0942	3244.4565	Labridae
10dAC3-1	Parma	mccullochi	1	227.2264	35.042	6401.9963	Pomacentridae
10dAC3-1	Coris	auricularis	1	46.7347	2.3428	2114.6652	Labridae
10dAC3-1	Coris	auricularis	2	86.2375	12.0211	3353.4241	Labridae
10dAC3-1	Coris	auricularis	1	56.2867	2.6389	2467.2101	Labridae
10dAC3-1	Coris	auricularis	2	93.4379	4.5105	2990.0517	Labridae
10dAC3-1	Coris	auricularis	1	106.7024	6.4561	2983.1661	Labridae
10dAC3-1	Coris	auricularis	2	46.0053	1.4182	2068.8381	Labridae
10dAC3-1	Coris	auricularis	3	70.7648	5.8985	2470.6293	Labridae
10dAC3-1	Coris	auricularis	4	71.5319	9.1755	3332.3943	Labridae
10dAC3-1	Coris	auricularis	5	69.3864	3.9153	3863.4155	Labridae
10dAC3-1	Coris	auricularis	1	135.6181	16.1336	4075.7432	Labridae
10dAC3-1	Coris	auricularis	2	248.486	57.9518	9141.7622	Labridae
10dAC3-1	Coris	auricularis	3	61.7586	2.2071	2263.7173	Labridae
10dAC3-1	Pempheris	sp	1	78.1141	32.5504	9369.2512	Pempheridae
10dAC3-1	Pempheris	sp	1	114.302	32.3308	5352.652	Pempheridae
10dAC3-1	Notolabrus	parilus	1	214.1689	14.0942	3244.4565	Labridae
10dAC3-1	Parma	mccullochi	1	227.2264	35.042	6401.9963	Pomacentridae
10dAC3-1	Coris	auricularis	1	46.7347	2.3428	2114.6652	Labridae
10dAC3-1	Coris	auricularis	2	86.2375	12.0211	3353.4241	Labridae
10dAC3-1	Coris	auricularis	1	56.2867	2.6389	2467.2101	Labridae
10dAC3-1	Coris	auricularis	2	93.4379	4.5105	2990.0517	Labridae
10dAC3-1	Coris	auricularis	1	106.7024	6.4561	2983.1661	Labridae
10dAC3-1	Coris	auricularis	2	46.0053	1.4182	2068.8381	Labridae
10dAC3-1	Coris	auricularis	3	70.7648	5.8985	2470.6293	Labridae
10dAC3-1	Coris	auricularis	4	71.5319	9.1755	3332.3943	Labridae
10dAC3-1	Coris	auricularis	5	69.3864	3.9153	3863.4155	Labridae
10dAC3-1	Coris	auricularis	1	135.6181	16.1336	4075.7432	Labridae
10dAC3-1	Coris	auricularis	2	248.486	57.9518	9141.7622	Labridae
10dAC3-1	Coris	auricularis	3	61.7586	2.2071	2263.7173	Labridae
10dAC3-2	Parma	mccullochi	1	203.0314	5.341	2003.9949	Pomacentridae
10dAC3-2	Notolabrus	parilus	1	362.9341	2.5393	2517.6184	Labridae
10dAC3-2	Trachinops	brauni	1	54.3532	1.3013	1588.4752	Plesiopidae
10dAC3-2	Trachinops	brauni	2	176.517	8.0872	2936.7907	Plesiopidae
10dAC3-2	Trachinops	brauni	3	66.8604	3.3884	2154.1623	Plesiopidae
10dAC3-2	Trachinops	brauni	1	54.4936	1.1583	1192.315	Plesiopidae
10dAC3-2	Trachinops	brauni	1	38.995	1.8697	1237.013	Plesiopidae
10dAC3-2	Trachinops	brauni	1	29.441	0.8054	1200.2349	Plesiopidae
10dAC3-2	Trachinops	brauni	1	55.5178	0.9171	1089.1611	Plesiopidae
10dAC3-2	Coris	auricularis	1	68.382	4.0361	2238.2245	Labridae
10dAC3-3	Notolabrus	parilus	1	127.7911	1.6387	1803.4589	Labridae
10dAC3-3	Parma	mccullochi	1	220.9425	7.1011	3762.6244	Pomacentridae
10dAC3-4	Notolabrus	parilus	1	121.6904	2.4822	2184.6759	Labridae
10dAC3-4	Coris	auricularis	1	230.0777	2.9975	2190.2178	Labridae
10dAC3-4	Coris	auricularis	2	113.1614	2.9757	2260.6172	Labridae
10dAC3-4	Coris	auricularis	3	94.3633	6.5573	2612.2957	Labridae
10dAC3-4	Coris	auricularis	4	98.2797	2.6914	2886.3166	Labridae
10dAC3-4	Coris	auricularis	5	107.811	2.3571	2870.3334	Labridae
10dAC3-4	Coris	auricularis	6	89.3777	2.555	2770.1438	Labridae
10dAC3-4	Coris	auricularis	7	120.2226	2.7175	2672.7976	Labridae
10dAC3-4	Coris	auricularis	8	95.8146	3.1282	2711.1109	Labridae
10dAC3-4	Coris	auricularis	9	107.807	3.4798	2439.4838	Labridae
10dAC3-4	Coris	auricularis	10	83.677	5.4498	2577.0211	Labridae
10dAC3-4	Coris	auricularis	11	120.5505	4.1232	2267.9074	Labridae
10dAC3-4	Coris	auricularis	1	106.1899	1.6275	2132.1373	Labridae
10dAC3-4	Coris	auricularis	1	112.9447	4.2671	2419.0462	Labridae
10dAC3-4	Parupeneus	spilurus	1	158.8723	8.5941	2745.1153	Mullidae
10dAC3-4	Parma	mccullochi	1	118.0175	7.1494	3255.6002	Pomacentridae
10dAC3-5	Notolabrus	parilus	1	169.0907	5.4047	2623.7826	Labridae
10dAC3-5	Notolabrus	parilus	1	131.797	8.5067	3225.0492	Labridae
10dAC3-5	Parma	mccullochi	1	167.1148	4.2494	2484.6724	Pomacentridae
10dAC3-5	Coris	auricularis	1	101.4291	2.7267	2385.3212	Labridae
10dAC3-6	Neatypus	obliquus	1	84.8448	3.081	2034.1855	Scorpididae
10dAC3-6	Parma	mccullochi	1	203.4792	4.5712	2452.9577	Pomacentridae
10dAC3-6	Coris	auricularis	1	157.7558	11.2527	4058.0303	Labridae
10dAC3-6	Kyphosus	sydneyanus	1	297.9362	8.8838	3244.4303	Kyphosidae
10dAC3-7	Olisthops	cyanomelas	1	302.7033	3.3757	3069.5021	Odacidae
10dAC3-7	Notolabrus	parilus	1	94.1452	3.7292	1699.8158	Labridae
10dAC3-7	Notolabrus	parilus	1	87.4278	2.663	1496.474	Labridae
10dAC3-7	Coris	auricularis	1	80.6425	4.9427	2044.2192	Labridae
10dAC3-8	Olisthops	cyanomelas	1	243.0226	3.6216	1796.3505	Odacidae
10dAC3-8	Notolabrus	parilus	1	349.1672	8.1027	3403.5996	Labridae
10dAC3-9	Epinephelides	armatus	1	354.8544	6.5077	2970.0954	Serranidae
10dAC3-9	Coris	auricularis	1	192.8444	3.8947	2506.0725	Labridae
10dAC3-9	Anampses	geographicus	1	114.7149	26.7516	5177.2868	Labridae
10dAC3-9	Anampses	geographicus	1	90.9089	12.6812	3358.3666	Labridae
10dAC3-9	Anampses	geographicus	1	112.0585	3.3245	2690.344	Labridae
10dAC3-9	Anampses	geographicus	2	114.8465	10.9867	3778.3065	Labridae
10dAC3-9	Anampses	geographicus	3	175.4697	29.2172	5149.634	Labridae
10dAC3-9	Austrolabrus	maculatus	1	113.1306	6.1112	2095.1657	Labridae
10dAC3-10	Ophthalmolepis	lineolatus	1	87.3443	2.6437	1857.0225	Labridae
10dAC3-10	Austrolabrus	maculatus	1	114.7472	1.9244	2060.1797	Labridae
10dAC3-10	Notolabrus	parilus	1	309.4802	9.0336	2739.7864	Labridae
10dAC3-10	Coris	auricularis	1	102.4616	3.8965	2251.6054	Labridae
10dAC3-10	Pseudolabrus	biserialis	1	104.4128	6.279	2222.9156	Labridae
10dAC3-10	Pseudolabrus	biserialis	2	110.7868	4.2858	2447.0953	Labridae
10dAC3-1	Pempheris	sp	1	78.1141	32.5504	9369.2512	Pempheridae
10dAC3-1	Pempheris	sp	1	114.302	32.3308	5352.652	Pempheridae
10dAC3-1	Notolabrus	parilus	1	214.1689	14.0942	3244.4565	Labridae
10dAC3-1	Parma	mccullochi	1	227.2264	35.042	6401.9963	Pomacentridae
10dAC3-1	Coris	auricularis	1	46.7347	2.3428	2114.6652	Labridae
10dAC3-1	Coris	auricularis	2	86.2375	12.0211	3353.4241	Labridae
10dAC3-1	Coris	auricularis	1	56.2867	2.6389	2467.2101	Labridae
10dAC3-1	Coris	auricularis	2	93.4379	4.5105	2990.0517	Labridae
10dAC3-1	Coris	auricularis	1	106.7024	6.4561	2983.1661	Labridae
10dAC3-1	Coris	auricularis	2	46.0053	1.4182	2068.8381	Labridae
10dAC3-1	Coris	auricularis	3	70.7648	5.8985	2470.6293	Labridae
10dAC3-1	Coris	auricularis	4	71.5319	9.1755	3332.3943	Labridae
10dAC3-1	Coris	auricularis	5	69.3864	3.9153	3863.4155	Labridae
