opcode,latitude_dd,longitude_dd,date_time,site,location,status,depth_m,observer_count,observer_length,juvenile_lethrinids,successful_count,successful_length,drop_lengths_due_to_vis,visibility_m,raw_hdd_number,left_camera,right_camera,forwards_habitat_image_saved,successful_habitat_forward,observer_habitat_forward,maxn_complete_date,maxn_checker,length_complete_date,comment,strata,inclusion_probability,priority,sampling_design
EG-CPO-032,-22.45944167,114.1729067,2024-05-06T13:07:48+08:00,CPO,Exmouth Gulf,Fished,2.8,,,,,No,,2,3,L002,R001,,,,,,,"Captains pick, Dooles island . L2 off on recovery. Not enough left video fottage to length, can MaxN from right video.",,,SG,preferential (captains pick)
EG-CPO-033,-22.46201,114.17138,2024-05-06T13:12:07+08:00,CPO,Exmouth Gulf,Fished,0.8,,,,,No,,3,3,L004,R003,,,,,,,"Captains pick, Doole island. Tide brought cams out of water. Bait gone. No right video files. MaxN possible, but not lengths",,,SG,preferential (captains pick)
EG-CPO-034,-22.46734333,114.172835,2024-05-06T13:17:03+08:00,CPO,Exmouth Gulf,Fished,3.6,Bri Beaulieu,Ryan Simms,,Yes,Yes,,1.5,3,L008,R007,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,12/08/2024,"Captains pick, Doole island",,,SG,preferential (captains pick)
EG-CPO-035,-22.47135167,114.169615,2024-05-06T13:20:08+08:00,CPO,Exmouth Gulf,Fished,3.1,Bri Beaulieu,Ryan Simms,,Yes,No,Maybe,1.5,3,L018,R017,Yes,Yes,Nidhi Menon,16/07/2024,,,"Captains pick, Doole island. Poor visibility for lengths. Consistent RMS error.",,,SG,preferential (captains pick)
EG-CPO-036,-22.47472333,114.1671617,2024-05-06T13:24:50+08:00,CPO,Exmouth Gulf,Fished,0.6,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,3,L014,R013,Yes,Yes,Nidhi Menon,19/07/2024,Alex McLennan,14/08/2024,"Captains pick, Dooles island . Cams above water on retrieval",,,,preferential (captains pick)
EG-CPO-037,-22.47616,114.1611967,2024-05-06T13:30:37+08:00,CPO,Exmouth Gulf,Fished,0.9,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L016,R015,Yes,Yes,Nidhi Menon,17/07/2024,Alex McLennan,05/08/2024,"Captains pick, Doole island ",,,TH,preferential (captains pick)
EG-CPO-038,-22.48457055,114.1688666,2024-05-06T13:34:53+08:00,CPO,Exmouth Gulf,Fished,3.7,,,,,No,,1.5,3,L010,R009,,,,,,,"Captains pick, Doole island. Footage not saved",,,,preferential (captains pick)
EG-CPT-007,-22.14783167,114.30223,2024-05-06T13:36:58+08:00,CPT,Exmouth Gulf,Fished,5,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L022,R021,Yes,Yes,Nidhi Menon,17/07/2024,Alex McLennan,05/08/2024,Larkin shoal,,,,preferential (captains pick)
EG-CPT-009,-22.14225667,114.3013083,2024-05-06T13:41:52+08:00,CPT,Exmouth Gulf,Fished,4.6,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L032,R031,Yes,Yes,Nidhi Menon,17/07/2024,Alex McLennan,05/08/2024,Larkin,,,,preferential (captains pick)
EG-CPT-008,-22.14469182,114.2996322,2024-05-06T13:42:58+08:00,CPT,Exmouth Gulf,Fished,2.5,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L028,R1201,Yes,Yes,Nidhi Menon,18/07/2024,Alex McLennan,05/08/2024,Larkin. Not exact spot - iPad died,,,,preferential (captains pick)
EG-CPT-010,-22.13841667,114.3015067,2024-05-06T13:44:22+08:00,CPT,Exmouth Gulf,Fished,4.9,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L026,R025,Yes,Yes,Nidhi Menon,16/07/2024,Alex McLennan,26/07/2024,,,,,preferential (captains pick)
EG-CPT-011,-22.14696167,114.3051583,2024-05-06T13:52:13+08:00,CPT,Exmouth Gulf,Fished,8.9,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,3,L006,R005,Yes,Yes,Nidhi Menon,22/07/2024,Alex McLennan,14/08/2024,Pulled early. Period 56 minutes long.,,,,preferential (captains pick)
EG-CPT-012,-22.13883,114.2989017,2024-05-06T14:06:37+08:00,CPT,Exmouth Gulf,Fished,11.3,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,3,L024,R023,Yes,Yes,Nidhi Menon,22/07/2024,Alex McLennan,14/08/2024,Pulled and reset due to being too close to other site,,,,preferential (captains pick)
EG-C12-098,-22.35199833,114.2187517,2024-05-06T15:20:07+08:00,C12,Exmouth Gulf,Fished,8.3,,,,,No,,1.5,3,L002,R001,,,,,,,"Bait gone, L02 off on retrieval",filter_feeders,0.00000002625901012,,spatially balanced
EG-C12-099,-22.343715,114.21395,2024-05-06T15:24:51+08:00,C12,Exmouth Gulf,Fished,7.2,,,,,No,,1.5,3,L004,R003,,,,,,,No right video files,filter_feeders,0.00000002625901012,,spatially balanced
EG-C12-100,-22.34401333,114.2240433,2024-05-06T15:28:50+08:00,C12,Exmouth Gulf,Fished,8.3,Daniel Agnello,Ryan Simms,,Yes,Yes,,1.5,3,L008,R007,Yes,Yes,Nidhi Menon,03/07/2024,Ryan Simms,12/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C12-101,-22.335825,114.2293767,2024-05-06T15:33:09+08:00,C12,Exmouth Gulf,Fished,9.1,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L018,R017,Yes,Yes,Nidhi Menon,17/06/2024,Alex McLennan,06/08/2024,Cals are off at start of the video but cam snaps into position around 15minutes,filter_feeders,0.00000002625901012,,spatially balanced
EG-C12-012,-22.33572663,114.2192828,2024-05-06T15:37:35+08:00,C12,Exmouth Gulf,Fished,8.1,Ryan Simms,Alex McLennan,,Yes,Yes,Maybe,2,3,L014,R013,Yes,Yes,Nidhi Menon,14/06/2024,Alex McLennan,06/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C12-102,-22.327535,114.2243983,2024-05-06T15:41:17+08:00,C12,Exmouth Gulf,Fished,9.4,Daniel Agnello,Ryan Simms,,Yes,Yes,,1.5,3,L016,R015,Yes,Yes,Nidhi Menon,27/06/2024,Ryan Simms,12/08/2024,Bait gone on retrieval. Shark ID need help maybe C.cautus. best shot of it is outside of period at 62min but it is the same individual in the period,filter_feeders,0.00000002625901012,,spatially balanced
EG-CPO-039,-22.33992833,114.1913317,2024-05-06T15:51:59+08:00,CPO,Exmouth Gulf,Fished,1.5,,,,,No,,2.5,3,L010,R009,,,,,,,"Captains pick, rest bay, bait 70% gone. Footage not saved",,,,preferential (captains pick)
EG-CPO-040,-22.32236667,114.118095,2024-05-07T07:55:06+08:00,CPO,Exmouth Gulf,Fished,0.4,,,,,,,0,4,L002,R001,,,,,,,Up on a sand bank nearby mangrovey channel. Dropped in on rising tide,,,,preferential (captains pick)
EG-C23-023,-22.0736997,114.2243927,2024-05-07T08:02:09+08:00,C23,Exmouth Gulf,Fished,17.3,Ryan Simms,Ryan Simms,,Yes,Yes,Maybe,1.5,4,L024,R023,Yes,Yes,Nidhi Menon,06/06/2024,Bri Beaulieu,15/08/2024,Bait gone on retrieval,filter_feeders,0.00000002625901012,,spatially balanced
EG-CPO-041,-22.31609,114.1189733,2024-05-07T08:02:58+08:00,CPO,Exmouth Gulf,Fished,2.7,Alex McLennan,Ryan Simms,,Yes,Yes,,1.5,4,L004,R003,Yes,Yes,Nidhi Menon,22/07/2024,Ryan Simms,26/07/2024,Deeper channel through groves,,,,preferential (captains pick)
EG-C23-153,-22.07458023,114.2343804,2024-05-07T08:04:47+08:00,C23,Exmouth Gulf,Fished,15.2,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,4,L026,R025,Yes,Yes,Nidhi Menon,07/06/2024,Bri Beaulieu,15/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C23-157,-22.06578333,114.2395767,2024-05-07T08:09:47+08:00,C23,Exmouth Gulf,Fished,17.2,,,,No,No,,0,4,L032,R031,,,,,,,,filter_feeders,0.00000002625901012,,spatially balanced
EG-CPO-042,-22.31214167,114.1205683,2024-05-07T08:12:11+08:00,CPO,Exmouth Gulf,Fished,0.6,Alex McLennan,Ryan Simms,,Yes,Yes,,1.5,4,L008,R007,Yes,Yes,Nidhi Menon,23/07/2024,Ryan Simms,26/07/2024,Showed wrong opcode (041),,,,preferential (captains pick)
EG-CPO-043,-22.30927667,114.12007,2024-05-07T08:17:42+08:00,CPO,Exmouth Gulf,Fished,1,Bri Beaulieu,,,,No,,1.5,4,L018,R017,Yes,Yes,Nidhi Menon,,,,L18 not sealed properly post drop. No water ingress- no sync clap. Cals don't work,,,,preferential (captains pick)
EG-C23-156,-22.06550598,114.2293415,2024-05-07T08:18:54+08:00,C23,Exmouth Gulf,Fished,17.4,,,,No,No,,1,4,L028,R1201,,Yes,Nidhi Menon,,,,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C23-155,-22.06527833,114.2194983,2024-05-07T08:23:32+08:00,C23,Exmouth Gulf,Fished,15.5,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,4,L006,R005,Yes,Yes,Nidhi Menon,10/06/2024,Bri Beaulieu,15/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C23-154,-22.05613,114.2216083,2024-05-07T08:29:00+08:00,C23,Exmouth Gulf,Fished,15.7,,,,,,,2,4,L022,R021,,,,,,,,filter_feeders,0.00000002625901012,,spatially balanced - moved
EG-CPO-044,-22.31414925,114.1246709,2024-05-07T08:29:55+08:00,CPO,Exmouth Gulf,Fished,0.6,Bri Beaulieu,Ryan Simms,,Yes,Yes,,1.5,4,L014,R013,Yes,Yes,Nidhi Menon,09/07/2024,Ryan Simms,30/07/2024,Turtle nearby,,,,preferential (captains pick)
EG-CPO-045,-22.31906833,114.1236633,2024-05-07T08:36:06+08:00,CPO,Exmouth Gulf,Fished,0.7,,,,No,No,,2,4,L016,R015,,,,,,,Left cam off on retrieval- left cam off before bruv was dropped,,,,preferential (captains pick)
EG-CPO-046,-22.31281333,114.136625,2024-05-07T08:50:18+08:00,CPO,Exmouth Gulf,Fished,0.8,Bri Beaulieu,Ryan Simms,,Yes,Yes,,3,4,L010,R009,Yes,Yes,Nidhi Menon,10/07/2024,Ryan Simms,24/07/2024,Heaps of life around,,,SG,preferential (captains pick)
EG-C18-129,-22.0653,114.1989383,2024-05-07T10:08:52+08:00,C18,Exmouth Gulf,Fished,16.1,,,,,,,2,4,L006,R005,,,,,,,"Cameras have wrong op code (128), moved 129 to this location",filter_feeders,0.00000002625901012,,spatially balanced - moved
EG-C18-128,-22.06451667,114.1888267,2024-05-07T10:15:33+08:00,C18,Exmouth Gulf,Fished,19.1,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L022,R021,Yes,Yes,Nidhi Menon,04/06/2024,Bri Beaulieu,06/08/2024,Right camera has wrong opcode (130) when it should’ve been 128. Left camera is correct,filter_feeders,0.00000002625901012,,spatially balanced
EG-C18-018,-22.05646333,114.1840183,2024-05-07T10:20:31+08:00,C18,Exmouth Gulf,Fished,19.2,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L028,R1201,Yes,Yes,Nidhi Menon,05/06/2024,Bri Beaulieu,06/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C18-131,-22.048065,114.1789867,2024-05-07T10:27:21+08:00,C18,Exmouth Gulf,Fished,19.7,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,4,L032,R031,Yes,Yes,Nidhi Menon,10/06/2024,Bri Beaulieu,15/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-C18-132,-22.04829167,114.1891983,2024-05-07T10:31:54+08:00,C18,Exmouth Gulf,Fished,19.6,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L026,R025,Yes,Yes,Nidhi Menon,04/06/2024,Bri Beaulieu,07/08/2024,,filter_feeders,0.00000002625901012,,spatially balanced
EG-CPO-047,-22.22458167,114.1168,2024-05-07T10:34:30+08:00,CPO,Exmouth Gulf,Fished,2.7,Alex McLennan,Ryan Simms,,Yes,Yes,,4,4,L008,R007,Yes,Yes,Nidhi Menon,16/07/2024,Ryan Simms,23/07/2024,Off solar observatory some decent ground. System pointing a bit upwards,,,SG,preferential (captains pick)
EG-C18-130,-22.05661526,114.1941735,2024-05-07T10:36:06+08:00,C18,Exmouth Gulf,Fished,19.4,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L024,R023,Yes,Yes,Nidhi Menon,06/06/2024,Bri Beaulieu,07/08/2024,Bait gone on retrieval,filter_feeders,0.00000002625901012,,spatially balanced
EG-CPO-048,-22.21332833,114.1126083,2024-05-07T10:38:48+08:00,CPO,Exmouth Gulf,Fished,7.5,Alex McLennan,Ryan Simms,,Yes,Yes,,3,4,L016,R015,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,24/07/2024,No clap/ chop so synced at bait arm removal at the end,,,,preferential (captains pick)
EG-CPO-049,-22.20116333,114.1079333,2024-05-07T10:45:24+08:00,CPO,Exmouth Gulf,Fished,6,Alex McLennan,Ryan Simms,,Yes,Yes,,2.5,4,L004,R003,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,25/07/2024,,,,,preferential (captains pick)
EG-CPO-050,-22.19103667,114.116335,2024-05-07T10:55:44+08:00,CPO,Exmouth Gulf,Fished,6.1,,,,,No,,2.5,4,L002,R001,,,,,,,Wapet shoal. Left cam missing footage,,,,preferential (captains pick)
EG-CPO-051,-22.18566127,114.0874396,2024-05-07T11:05:34+08:00,CPO,Exmouth Gulf,Fished,3.7,Alex McLennan,Ryan Simms,,Yes,Yes,,3.5,4,L014,R013,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,23/07/2024,,,,,preferential (captains pick)
EG-CPO-052,-22.17682167,114.0994467,2024-05-07T11:11:11+08:00,CPO,Exmouth Gulf,Fished,4.9,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2,4,L010,R009,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,26/07/2024,,,,,preferential (captains pick)
EG-CPO-053,-22.16420833,114.0878733,2024-05-07T11:24:37+08:00,CPO,Exmouth Gulf,Fished,3.7,Alex McLennan,Ryan Simms,,Yes,Yes,,3,4,L018,R017,Yes,Yes,Nidhi Menon,18/07/2024,Ryan Simms,24/07/2024,,,,,preferential (captains pick)
EG-C30-190,-22.02689333,114.182745,2024-05-07T12:15:43+08:00,C30,Exmouth Gulf,Fished,17.4,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L024,R023,Yes,Yes,Nidhi Menon,05/06/2024,Bri Beaulieu,08/08/2024,Bait gone on retrieval,sand_sparse,0.000000004265529192,,spatially balanced
EG-C30-192,-22.00627167,114.1953083,2024-05-07T12:24:47+08:00,C30,Exmouth Gulf,Fished,18.9,Daniel Agnello,Ryan Simms,,Yes,Yes,,2,4,L026,R025,Yes,Yes,Nidhi Menon,30/05/2024,Ryan Simms,26/07/2024,Bait gone on retrieval ,sand_sparse,0.000000004265529192,,spatially balanced
EG-C30-191,-22.00527333,114.1450467,2024-05-07T12:44:37+08:00,C30,Exmouth Gulf,Fished,18.5,,,,No,No,,1,4,L032,R031,,,,,,,,sand_sparse,0.000000004265529192,,spatially balanced
EG-C30-030,-22.025745,114.1573367,2024-05-07T12:54:36+08:00,C30,Exmouth Gulf,Fished,14.2,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L028,R1201,Yes,Yes,Nidhi Menon,22/05/2024,Bri Beaulieu,08/08/2024,No clap for sync point,sand_sparse,0.000000004265529192,,spatially balanced
EG-CPO-054,-22.10318333,114.114205,2024-05-07T13:03:49+08:00,CPO,Exmouth Gulf,Fished,3.9,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2,4,L018,R017,Yes,Yes,Nidhi Menon,22/07/2024,Ryan Simms,26/07/2024,,,,,preferential (captains pick)
EG-C30-188,-22.045845,114.1442933,2024-05-07T13:04:04+08:00,C30,Exmouth Gulf,Fished,13.3,Ryan Simms,Alex McLennan,,Yes,Yes,,2,4,L022,R021,Yes,Yes,Nidhi Menon,22/05/2024,Bri Beaulieu,08/08/2024,,sand_sparse,0.000000004265529192,,spatially balanced
EG-CPO-055,-22.09913833,114.1155033,2024-05-07T13:09:33+08:00,CPO,Exmouth Gulf,Fished,4,Alex McLennan,Ryan Simms,,Yes,Yes,,3.5,4,L004,R003,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,23/07/2024,,,,,preferential (captains pick)
EG-C30-189,-22.04634,114.16937,2024-05-07T13:12:25+08:00,C30,Exmouth Gulf,Fished,17.4,,,,No,No,,1,4,L006,R005,,,,,,,,sand_sparse,0.000000004265529192,,spatially balanced
EG-CPO-056,-22.09429,114.1127,2024-05-07T13:17:37+08:00,CPO,Exmouth Gulf,Fished,7.1,Alex McLennan,Ryan Simms,,Yes,Yes,,2.5,4,L016,R015,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,25/07/2024,,,,,preferential (captains pick)
EG-CPO-057,-22.090565,114.1120467,2024-05-07T13:22:07+08:00,CPO,Exmouth Gulf,Fished,7.1,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2.5,4,L008,R007,Yes,Yes,Nidhi Menon,22/07/2024,Ryan Simms,25/07/2024,,,,,preferential (captains pick)
EG-CPO-058,-22.08424333,114.1046,2024-05-07T13:30:45+08:00,CPO,Exmouth Gulf,Fished,3.2,Alex McLennan,Ryan Simms,,Yes,Yes,,3,4,L010,R009,Yes,Yes,Nidhi Menon,17/07/2024,Ryan Simms,24/07/2024,,,,,preferential (captains pick)
EG-CPO-060,-22.0757978,114.1100314,2024-05-07T13:49:59+08:00,CPO,Exmouth Gulf,Fished,4,Alex McLennan,Ryan Simms,,Yes,Yes,,3.5,4,L002,R001,Yes,Yes,Nidhi Menon,16/07/2024,Ryan Simms,23/07/2024,,,,SG,preferential (captains pick)
EG-CPO-059,-22.08500865,114.1122057,2024-05-07T13:51:28+08:00,CPO,Exmouth Gulf,Fished,5.5,Bri Beaulieu,Ryan Simms,,Yes,Yes,,2.5,4,L014,R013,Yes,Yes,Nidhi Menon,19/07/2024,Ryan Simms,25/07/2024,Forgot to add point. Not exact spot nor depth,,,,preferential (captains pick)
