"","australian_source","caab","class","order","family","subfamily","genus","species","scientific_name","australian_common_name","global_region","marine_region","global_source","fb_code","fb_length_at_maturity_cm","fb_length_weight_measure","fb_a","fb_b","fb_a_ll","fb_b_ll","fb_length_weight_source","fb_vulnerability","fb_countries","fb_status","length_max_cm","length_max_type","length_max_source","fb_trophic_level","fb_trophic_level_se","fb_trophic_level_source","foa_min_depth","foa_max_depth","rls_trophic_group","rls_water_column","rls_substrate_type","rls_thermal_niche","local_source","epbc_threat_status","iucn_ranking","fishing_mortality","fishing_type","min_legal_nt","max_legal_nt","min_legal_wa","max_legal_wa","min_legal_qld","max_legal_qld","min_legal_nsw","max_legal_nsw","min_legal_vic","max_legal_vic","min_legal_sa","max_legal_sa","min_legal_tas","max_legal_tas"
"613","CAAB","37444002","Actinopterygii","Perciformes","Istiophoridae",NA,"Kajikia","audax","Kajikia audax","Striped Marlin","Australia","SW, N, CS, NW","FishBase","223",188.400001525879,"FL",0.0165,3.062,0,1,"Species specific",43.55,"American Samoa, Angola, Australia, Bangladesh, Solomon Is., Myanmar, Cambodia, Sri Lanka, Chile, Chinese Taipei, Christmas I., Colombia, Comoros, Cook Is., Costa Rica, Ecuador, Galapagos Is., El Salvador, Fiji, Tahiti, Tuamotu Is., Marquesas Is., French Polynesia, Djibouti, Kiribati, Guam, Guatemala, Honduras, India, Indonesia, Iran, Japan, Ryukyu Is., Kenya, Korea (South), Madagascar, Malaysia, Maldives, Mauritius, Mexico, Mozambique, Oman, New Caledonia, Vanuatu, New Zealand, Kermadec Is., Nicaragua, North Marianas, Micronesia, Marshall Is., Palau, Pakistan, Panama, Papua New Guinea, Peru, Philippines, La Reunion Is., Seychelles, Singapore, Viet Nam, Somalia, South Africa, Thailand, Tokelau, Tonga, Tuvalu, Kuril Is., Chagos Is., Tanzania, USA, Hawaii, Wake I., Samoa, Yemen, Eritrea, Andaman Is.","native",420,"TL","Fishbase","4.5","0.73","based on food items","0","289",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","CAAB","37444003","Actinopterygii","Perciformes","Istiophoridae",NA,"Makaira","nigricans","Makaira nigricans","Blue Marlin","Australia","SW, NW, N, CS","FishBase","216",NA,"FL",0.002,3.273,0,1,"Species specific",51.7,"Angola, Antigua Barbuda, Argentina, Bahamas, Barbados, Bermuda, Brazil, Belize, Virgin Is. (UK), Cameroon, Canada, Cape Verde, Cayman Is., Colombia, Congo, Congo Dem Rp, Costa Rica, Cuba, Benin, Dominica, Dominican Rp, France, French Guiana, Gabon, Gambia, Ghana, Grenada, Guadeloupe, Guatemala, Guinea, Guyana, Haiti, Honduras, India, Ivory Coast, Jamaica, Liberia, Martinique, Mauritania, Mexico, Montserrat, Morocco, Namibia, Curaçao I., Aruba, New Caledonia, New Zealand, Kermadec Is., Nicaragua, Nigeria, Panama, Portugal, Madeira Is., Azores Is., Guinea-Bissau, Puerto Rico, St Helena, St Kitts Nevis, Anguilla, St Lucia, St Vincent Gren., Senegal, Sierra Leone, South Africa, Canary Is., Suriname, Togo, Trinidad Tobago, Turks Caicos Is., Ascension I., USA, Hawaii, Virgin Is. (US), Uruguay, Venezuela, Samoa",NA,500,"TL","Fishbase","4.5","0.3","based on diet studies","0","1000",NA,NA,NA,NA,"Harvey et al 2020",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","CAAB","37444006","Actinopterygii","Perciformes","Istiophoridae",NA,"Istiompax","indica","Istiompax indica","Black Marlin","Australia","SW, NW, N, CS","FishBase","217",NA,"FL",0.00653,2.96,0,1,"Species specific",78.22,"American Samoa, Angola, Australia, Bahrain, Bangladesh, Solomon Is., Myanmar, Cambodia, Cameroon, Cape Verde, Sri Lanka, Chile, China, Chinese Taipei, Colombia, Comoros, Congo, Congo Dem Rp, Cook Is., Costa Rica, Benin, Ecuador, Galapagos Is., El Salvador, Fiji, Tahiti, Tuamotu Is., Marquesas Is., French Polynesia, Djibouti, Gabon, Gambia, Ghana, Kiribati, Guam, Guatemala, Guinea, Honduras, India, Indonesia, Iran, Italy, Ivory Coast, Japan, Ryukyu Is., Kenya, Korea (North), Korea (South), Kuwait, Liberia, Madagascar, Malaysia, Maldives, Mauritania, Mauritius, Mexico, Mozambique, Oman, Namibia, New Caledonia, Vanuatu, New Zealand, Nicaragua, Nigeria, North Marianas, Micronesia, Marshall Is., Palau, Pakistan, Panama, Papua New Guinea, Peru, Philippines, Guinea-Bissau, La Reunion Is., Russia, St Helena, Senegal, Seychelles, Sierra Leone, Viet Nam, Somalia, South Africa, Thailand, Togo, Tokelau, Tonga, Tuvalu, Chagos Is., Tanzania, USA, Hawaii, Wake I., Samoa, Yemen, Eritrea, Andaman Is.","native",500,"TL","Fishes of Australia","4.5","0.4","based on diet studies","0","100",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","CAAB","37444007","Actinopterygii","Perciformes","Istiophoridae",NA,"Tetrapturus","angustirostris","Tetrapturus angustirostris","Shortbill Spearfish","Australia","SW, CS, TE","FishBase","3915",NA,NA,5e-04,3.834,NA,NA,"Species specific",90,"American Samoa, Angola, Australia, Bangladesh, Myanmar, Sri Lanka, Chile, China, Chinese Taipei, Colombia, Comoros, Cook Is., Costa Rica, Ecuador, El Salvador, Fiji, French Polynesia, Guam, Guatemala, Honduras, India, Indonesia, Japan, Ryukyu Is., Kenya, Korea (South), Madagascar, Maldives, Mauritius, Mexico, Mozambique, Oman, Namibia, New Caledonia, New Zealand, Kermadec Is., Nicaragua, North Marianas, Micronesia, Marshall Is., Palau, Pakistan, Panama, Papua New Guinea, Peru, Philippines, La Reunion Is., Seychelles, Somalia, South Africa, Tonga, Tuvalu, Chagos Is., Tanzania, USA, Hawaii, Wake I., Samoa","native",230,"TL","Fishbase","4.5","0.76","based on food items","0","200",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","CAAB","37445001","Actinopterygii","Perciformes","Centrolophidae",NA,"Hyperoglyphe","antarctica","Hyperoglyphe antarctica","Blue-eye Trevalla","Australia","SE","FishBase","496",65.8250007629395,"FL",0.0047,3.3374,0,1,"Species specific",50.8,"Argentina, Australia, New Caledonia, New Zealand, Kermadec Is., Norfolk I., South Africa, Tristan da Cunha, Lord Howe I.","native",140,"TL","Fishbase","4.0","0.57","based on food items","200","900",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","CAAB","37445002","Actinopterygii","Perciformes","Centrolophidae",NA,"Tubbia","tasmanica","Tubbia tasmanica","Tasmanian Rudderfish","Australia","SE","FishBase","14510",NA,NA,0.00891,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",46.8,"Australia, New Zealand, Kermadec Is., South Africa","native",67,"TL","Fishbase","3.8","0.6","based on size and trophs of closest relative"," 52","1400",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","CAAB","37445003","Actinopterygii","Perciformes","Centrolophidae",NA,"Schedophilus","huttoni","Schedophilus huttoni","New Zealand Ruffe","Australia","TE","FishBase","10189",NA,NA,0.00389,3.12,NA,NA,"Based on all LWR estimates for this body shape.",56,"Australia, Chile, Namibia, New Zealand, Peru, South Africa","native",90,"TL","Fishbase","4.1","0.6","based on size and trophs of closest relative","67","1200",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","CAAB","37445004","Actinopterygii","Perciformes","Centrolophidae",NA,"Centrolophus","niger","Centrolophus niger","Rudderfish","Australia","SE","FishBase","249",NA,"TL",0.0024,3.346,0,1.07568001747131,"Species specific",90,"Albania, Algeria, Argentina, Australia, Canada, Cape Verde, France, Greece, Iceland, Italy, Malta, Mauritania, Namibia, Netherlands, New Zealand, Kermadec Is., Norway, Slovenia, South Africa, Spain, Sweden, Turkey, UK, USA, Uruguay","native",150,NA,"Fishbase","3.9","0.38","based on food items","114","1178",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","CAAB","37445005","Actinopterygii","Perciformes","Centrolophidae",NA,"Seriolella","brama","Seriolella brama","Blue Warehou","Australia","SE, TE","FishBase","12918",37.5,"FL",0.0098,3.2031,0,1,"Species specific",55.92,"Australia, New Zealand, Kermadec Is.","native",90,"TL","Fishes of Australia","3.7","0.43","based on food items","3","550","planktivore","pelagic non-site attached","Hard bottom",14.42017,"Harvey et al 2020","Conservation Dependent",NA,"Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA
"622","CAAB","37445006","Actinopterygii","Perciformes","Centrolophidae",NA,"Seriolella","punctata","Seriolella punctata","Silver Warehou","Australia","SE, TE","FishBase","12922",40,"FL",0.0144,3.062,0,1,"Species specific",32.84,"Argentina, Australia, Chile, New Zealand, Kermadec Is.","native",70,"TL","Fishes of Australia","3.5","0.41","based on food items","3","650",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","CAAB","37445011","Actinopterygii","Perciformes","Centrolophidae",NA,"Seriolella","caerulea","Seriolella caerulea","White Warehou","Australia","SE, TE","FishBase","12919",NA,"FL",0.0142,3.1207,0,1,"Species specific",47.84,"Argentina, Australia, Chile, Juan Fernández, New Zealand, Uruguay","native",65,NA,"Fishbase","3.2","0.33","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","CAAB","37445014","Actinopterygii","Perciformes","Centrolophidae",NA,"Schedophilus","labyrinthicus","Schedophilus labyrinthicus","Ocean Blue-eye Trevalla","Australia","TE","FishBase","26371",NA,NA,0.00891,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",60,"Angola, Australia, Cape Verde, Chile, Easter I., French Polynesia, Amsterdam I., St Paul I., Mauritania, Namibia, New Zealand, Kermadec Is., St Helena, South Africa, Ascension I., Tristan da Cunha","native",100,"TL","Fishbase","4.2","0.57","based on food items","17","500",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","CAAB","37445015","Actinopterygii","Perciformes","Centrolophidae",NA,"Pseudoicichthys","australis","Pseudoicichthys australis","Southern Ruffe","Australia","SE","FishBase","7118",NA,NA,0.01349,3.06,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",52.4,"Argentina, Australia, Chile, Falkland Is., S. Georg. Sandw., Kerguelen Is., New Zealand, Uruguay, South Orkney Is.","native",81,NA,"Fishbase","3.8","0.6","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","CAAB","37445019","Actinopterygii","Perciformes","Centrolophidae",NA,"Tubbia","stewarti","Tubbia stewarti","seamount rudderfish","Australia","SE","FishBase","66806",NA,NA,0.00891,3.1,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",47.33,"Australia, New Zealand","native",56,"SL","Fishbase","3.8","0.6","based on size and trophs of closest relative","525","1438",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","CAAB","37446001","Actinopterygii","Perciformes","Nomeidae",NA,"Psenes","pellucidus","Psenes pellucidus","Blackrag","Australia","SW, NW, N, CS, TE","FishBase","3927",NA,NA,0.01995,3.01,NA,NA,"Based on all LWR estimates for this body shape.",52,"Algeria, Australia, Canada, Chile, China, Chinese Taipei, France, French Guiana, Indonesia, Japan, Korea (South), Morocco, Namibia, New Caledonia, New Zealand, Peru, Sierra Leone, South Africa, Spain, Suriname, USA, Hawaii","native",80,"TL","Fishbase","3.9","0.53","based on food items","0","1000",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","CAAB","37446006","Actinopterygii","Perciformes","Nomeidae",NA,"Cubiceps","baxteri","Cubiceps baxteri","Black Cubehead","Australia","NW, N, CS, TE","FishBase","10197",NA,"TL",0.0048,3.3115,0,1.09845995903015,"Species specific",60,"Australia, Chile, Japan, Maldives, Namibia, New Zealand, South Africa, Chagos Is., Hawaii","native",100,NA,"Fishbase","3.4","0.4","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","CAAB","37446017","Actinopterygii","Perciformes","Nomeidae",NA,"Cubiceps","capensis","Cubiceps capensis","Cape Cubehead","Australia","NW, N, CS","FishBase","9888",NA,NA,0.00977,3.09,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",60.6,"Australia, Brazil, Canada, Namibia, South Africa, Hawaii","native",101,NA,"Fishbase","3.5","0.0","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","CAAB","37449001","Actinopterygii","Perciformes","Tetragonuridae",NA,"Tetragonurus","cuvieri","Tetragonurus cuvieri","Smalleye Squaretail","Australia","TE","FishBase","1772",NA,"TL",0.00482,3,0,1.05318999290466,"Species specific",66.13,"Albania, Algeria, Australia, Canada, Chile, China, France, Greece, Italy, Japan, Mexico, Namibia, New Zealand, South Africa, Spain, USA, Alaska, Hawaii","native",70,NA,"Fishbase","3.8","0.35","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","CAAB","37457001","Actinopterygii","Pleuronectiformes","Psettodidae",NA,"Psettodes","erumei","Psettodes erumei","Australian Halibut","Australia","NW, SW, N, CS","FishBase","513",38.0499992370605,"TL",0.0038,3.36,NA,NA,"Species specific",28.89,"Australia, Bahrain, Bangladesh, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Japan, Kenya, Kuwait, Madagascar, Malaysia, Mauritius, Mozambique, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Thailand, United Arab Em., Egypt, Tanzania, Yemen, Eritrea, Andaman Is.","native",64,"TL","Fishbase","4.4","0.3","based on diet studies","1","178",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","CAAB","37460009","Actinopterygii","Pleuronectiformes","Paralichthyidae",NA,"Pseudorhombus","arsius","Pseudorhombus arsius","Largetooth Flounder","Australia","N, CS, TE, NW, SW, SE","FishBase","1325",16.5499992370605,"TL",0.00676,3.076,NA,NA,"Species specific",49.22,"Australia, Bahrain, Bangladesh, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Fiji, Djibouti, Hong Kong, India, Indonesia, Iraq, Japan, Ryukyu Is., Kenya, Kuwait, Madagascar, Malaysia, Mozambique, Oman, New Caledonia, Micronesia, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Thailand, United Arab Em., Tanzania, Andaman Is., Ogasawara Is.","native",45,"SL","Fishbase","4.2","0.7","based on diet studies","3","178",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","CAAB","37460047","Actinopterygii","Pleuronectiformes","Bothidae",NA,"Bothus","mancus","Bothus mancus","Flowery Flounder","Australia","CS, Cocos Islands, Christmas Island, NW, TE","FishBase","7641",NA,NA,0.01047,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",17.78,"American Samoa, Australia, Chile, Easter I., China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Cook Is., Galapagos Is., Fiji, Tahiti, French Polynesia, Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Maldives, Mauritius, Mexico, Midway Is., Mozambique, New Caledonia, Norfolk I., North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Pitcairn, La Reunion Is., Seychelles, South Africa, Tonga, Chagos Is., Hawaii, Samoa, Andaman Is., Cocos I. (C.R.), Clipperton I., Revillagigedo Is., Ogasawara Is., Lord Howe I.","native",51,"TL","Fishbase","4.4","0.0","based on diet studies","0","150","higher carnivore","benthic","Hard bottom",21.681,"Harvey et al 2020",NA,"Least Concern","Y","B/C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","CAAB","37460052","Actinopterygii","Pleuronectiformes","Achiropsettidae",NA,"Neoachiropsetta","milfordi","Neoachiropsetta milfordi","Armless Deepsea Flounder","Australia","SE","FishBase","7122",NA,"TL",0.00438,3.174,0,1,"Species specific",47.82,"Argentina, Chile, Falkland Is., Crozet Is., Kerguelen Is., New Zealand, South Africa, Uruguay, Prince Edward Is",NA,57,"SL","Fishbase","3.9","0.62","based on food items","165","1440",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","CAAB","37461003","Actinopterygii","Pleuronectiformes","Pleuronectidae",NA,"Rhombosolea","tapirina","Rhombosolea tapirina","Greenback Flounder","Australia","SE, SW, TE","FishBase","8889",NA,"TL",0.039,2.64,NA,NA,"Species specific",35.43,"Australia, China, New Zealand","native",45,"TL","Fishbase","3.1","0.3","based on size and trophs of closest relative","1","100","benthic invertivore","benthic","Soft sediment",13.994,"Harvey et al 2020",NA,NA,"Y","B/C/R",NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA
"636","CAAB","37463006","Actinopterygii","Pleuronectiformes","Cynoglossidae","Cynoglossinae","Cynoglossus","kopsii","Cynoglossus kopsii","Kops' Tongue Sole","Australia","NW, N","FishBase","7647",NA,NA,0.01023,3.05,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",49.28,"Australia, Bahrain, Sri Lanka, China, Chinese Taipei, Hong Kong, India, Indonesia, Iran, Kuwait, Madagascar, Malaysia, Maldives, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Viet Nam, Thailand, United Arab Em., Cargados Carajos, Andaman Is.","native",60,NA,"Fishbase","3.6","0.4","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","CAAB","37463013","Actinopterygii","Pleuronectiformes","Cynoglossidae","Cynoglossinae","Cynoglossus","bilineatus","Cynoglossus bilineatus","Fourline Tongue Sole","Australia","NW, SW, N, CS","FishBase","5455",NA,"TL",0.0044,3.0228,0,1,"Species specific",41.47,"Australia, Bahrain, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Hong Kong, India, Indonesia, Iran, Israel, Japan, Kuwait, Malaysia, Mozambique, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Viet Nam, Thailand, United Arab Em., Egypt","native",44,NA,"Fishbase","3.9","0.32","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","CAAB","37465006","Actinopterygii","Tetraodontiformes","Monacanthidae",NA,"Nelusetta","ayraud","Nelusetta ayraud","Ocean Jacket","Australia","NW, SW, SE, CS, TE","FishBase","14549",NA,"TL",0.0193,2.808,NA,NA,"Species specific",56.07,"Australia, New Zealand","native",100,"TL","Fishbase","3.7","0.60","based on food items","0","360","Browsing herbivore","Demersal","Soft sediment",19.44685,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA
"639","CAAB","37465011","Actinopterygii","Tetraodontiformes","Balistidae",NA,"Abalistes","stellatus","Abalistes stellatus","Starry Triggerfish","Australia","NW, N, TE, CS","FishBase","9",NA,"FL",0.04717,2.7595,0,1,"Species specific",44,"Australia, Bahrain, Solomon Is., Brunei Darsm, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Comoros, Fiji, Djibouti, Kiribati, Guam, Hong Kong, India, Indonesia, Iran, Iraq, Israel, Japan, Ryukyu Is., Jordan, Kenya, Korea (South), Kuwait, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, Nauru, New Caledonia, Vanuatu, Niue, Micronesia, Palau, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, United Arab Em., Egypt, Chagos Is., Tanzania, Wallis Futuna, Yemen, Eritrea, Andaman Is.","native",60,"TL","Fishbase","3.6","0.0","based on diet studies","7","350",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","CAAB","37465022","Actinopterygii","Tetraodontiformes","Monacanthidae",NA,"Aluterus","monoceros","Aluterus monoceros","Unicorn Leatherjacket","Australia","NW, SW, N, TE, CS","FishBase","4274",NA,"TL",0.0222,2.86,0,1.03434002399445,"Species specific",47.86,"Argentina, Australia, Bahrain, Brazil, Belize, Myanmar, Chile, Easter I., China, Chinese Taipei, Colombia, Costa Rica, Cuba, Dominican Rp, Ecuador, El Salvador, France, French Guiana, Guatemala, Guyana, Honduras, Hong Kong, India, Indonesia, Iran, Japan, Jordan, Korea (South), Kuwait, Malaysia, Mexico, Mozambique, Oman, New Caledonia, New Zealand, Nicaragua, North Marianas, Palau, Panama, Papua New Guinea, Peru, Philippines, Portugal, Madeira Is., Qatar, La Reunion Is., St Helena, Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Spain, Suriname, Thailand, Trinidad Tobago, United Arab Em., Tunisia, USA, Hawaii, Uruguay, Yemen, Andaman Is., Ogasawara Is., Lord Howe I.","native",76.1999969482422,"TL","Fishbase","3.8","0.0","based on diet studies","1","120",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","CAAB","37465027","Actinopterygii","Tetraodontiformes","Balistidae",NA,"Pseudobalistes","fuscus","Pseudobalistes fuscus","Yellowspotted Triggerfish","Australia","NW, N, TE, CS","FishBase","4466",NA,"FL",0.232,2.452,0,1,"Species specific",42,"American Samoa, Australia, Cambodia, Sri Lanka, China, Chinese Taipei, Cook Is., Fiji, French Polynesia, Bassas da India, Guam, India, Indonesia, Japan, Jordan, Maldives, Mauritius, Mozambique, New Caledonia, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Pitcairn, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, Somalia, South Africa, Thailand, Tonga, Egypt, Chagos Is., Tanzania, Samoa, Andaman Is., Ogasawara Is.","native",55,NA,"Fishbase","4.0","0.0","based on diet studies",NA,NA,"benthic invertivore","Demersal","Hard bottom",25.723,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","CAAB","37465031","Actinopterygii","Tetraodontiformes","Balistidae",NA,"Balistoides","conspicillum","Balistoides conspicillum","Clown Triggerfish","Australia","NW, N, TE, CS","FishBase","2300",NA,NA,0.0257,2.93,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40,"New Caledonia, Vanuatu, Niue, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, Somalia, South Africa, Spain, Tonga, Tanzania, Hawaii, Samoa, Yemen, Andaman Is., Ogasawara Is., Lord Howe I., Socotra Arch., Australia, Sri Lanka, China, Chinese Taipei, Christmas I., Fiji, Bassas da India, Kiribati, Guam, India, Indonesia, Japan, Kenya, Korea (South), Madagascar, Maldives, Mauritius, Mozambique","native",50,"TL","Fishbase","3.3","0.39","based on food items","1","75","benthic invertivore","Demersal","Hard bottom",26.41041,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","CAAB","37465048","Actinopterygii","Tetraodontiformes","Balistidae",NA,"Balistoides","viridescens","Balistoides viridescens","Titan Triggerfish","Australia","NW, SW, N, TE, CS","FishBase","6026",NA,"FL",0.02442,3.01828,0,1,"Species specific",50,"American Samoa, Australia, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Christmas I., Cook Is., Fiji, Tuamotu Is., Marquesas Is., French Polynesia, Bassas da India, Kiribati, Guam, India, Indonesia, Japan, Maldives, Mauritius, Mozambique, New Caledonia, Vanuatu, Niue, North Marianas, Caroline I., Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Pitcairn, Timor-Leste, La Reunion Is., Seychelles, Singapore, Viet Nam, Somalia, Thailand, Tonga, Egypt, Chagos Is., Tanzania, Samoa, Yemen, Andaman Is., Ogasawara Is., Socotra Arch.","native",75,"TL","Fishbase","3.3","0.44","based on food items","1","50","benthic invertivore","Demersal","Hard bottom",26.77787,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","CAAB","37465061","Actinopterygii","Tetraodontiformes","Balistidae",NA,"Odonus","niger","Odonus niger","Redtooth Triggerfish","Australia","N, NW, CS","FishBase","1311",NA,"TL",0.0119,3,0,1.08200001716614,"Species specific",40,"American Samoa, Australia, Sri Lanka, China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Cook Is., Fiji, Marquesas Is., French Polynesia, Kiribati, Guam, India, Indonesia, Japan, Jordan, Kenya, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Niue, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Thailand, Tonga, Egypt, Tanzania, Samoa, Yemen, Andaman Is., Ogasawara Is., Socotra Arch.","native",50,"TL","Fishbase","3.4","0.41","based on food items","5","40","planktivore","Demersal","Soft sediment",25.442,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
